Site Identifier,Latitude,Longitude,Demand_Index,city,suburb,address,Site_Loadshedding_Risk,Distance_to_Metro_KM,Closest_Metro,Metro_Proximity_Score,Base_Risk_Category,Adjusted_Risk_Category,Total_Weighted_Score,Final_Classification,Factor_Scores
1550,-26.65,28.6,30,Balfour,N/A,"31b Charles Street, Balfour, South Africa",51,74.07565822798851,Johannesburg,1.3319896536414195,Amber,Amber,4.636244172152914,Risky,"{""loadshedding"": 4.9, ""interop"": 1.7655521519114172, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
374,-30.76,30.25,30,Ezingoleni Nu,N/A,"Ezingoleni Nu, South Africa",52,124.6318040911333,Durban,0.7959767888667746,Amber,Amber,4.5676771675803165,Risky,"{""loadshedding"": 4.8, ""interop"": 1.2209645947539596, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
24090,-32.98,27.82,30,East London,N/A,"11 Leo Laden Street, East London, South Africa",62,231.83026837069966,Port Elizabeth,0.429497421876375,Red,Red,3.189606094280731,Risky,"{""loadshedding"": 3.8, ""interop"": 0.7450761785091432, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
33103,-27.96,26.83,30,Thabong,N/A,"19775 L Notsi Street, Thabong, South Africa",62,138.7403065476619,Bloemfontein,0.7156131431978254,Red,Red,3.220040718749705,Risky,"{""loadshedding"": 3.8, ""interop"": 1.1255089843713146, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
5796,-26.46,25.26,30,Tswaing Nu,N/A,"Street, Tswaing Nu, South Africa",60,279.2222926984312,Johannesburg,0.3568595454595674,Red,Red,3.2309067890067302,Risky,"{""loadshedding"": 4.0, ""interop"": 0.6363348625841337, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1178,-25.88,23.96,30,Kagisano Nu,N/A,"Kagisano Nu, South Africa",58,409.9135283145941,Johannesburg,0.2433602038126141,Amber,Amber,4.356334790575808,Risky,"{""loadshedding"": 4.2, ""interop"": 0.4541848821975966, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
3657,-23.02,29.02,30,N/A,Blouberg Local Municipality,"Blouberg Local Municipality, Capricorn District Municipality, South Africa",51,313.7179590202561,Pretoria,0.3177448160610489,Amber,Amber,4.541027331709344,Risky,"{""loadshedding"": 4.9, ""interop"": 0.5753416463668017, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
172,-33.5,25.63,30,Sundays River Valley Nu,N/A,"Sundays River Valley Nu, South Africa",50,51.335706007991334,Port Elizabeth,1.9107413967957292,Amber,Amber,4.698224267987811,Risky,"{""loadshedding"": 5.0, ""interop"": 2.2278033498476386, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
13071,-30.69,28.51,30,Elundini Local Municipality,Elundini Ward 9,"unnamed road, Elundini Ward 9, Elundini Local Municipality, South Africa",62,258.3056219667286,Durban,0.3856453216923733,Red,Red,3.1844087093485207,Risky,"{""loadshedding"": 3.8, ""interop"": 0.6801088668565148, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
2312,-31.15,18.36,30,Nuwerus,N/A,"Madeliefie Street, Nuwerus, South Africa",50,308.61327965637616,Cape Town,0.32298356230386777,Amber,Amber,4.566689188417564,Risky,"{""loadshedding"": 5.0, ""interop"": 0.5836148552195543, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
4171,-26.46,27.86,30,Orange Farm,N/A,"Orange Farm, South Africa",63,34.03065036917163,Johannesburg,2.854642975398595,Red,Red,3.3300771173615447,Risky,"{""loadshedding"": 3.7, ""interop"": 2.813463967019308, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
982,-26.34,28.25,30,Boksburg,N/A,"Boksburg, South Africa",67,25.235627168305022,Johannesburg,3.811610805355891,Red,Red,3.267068478577144,Risky,"{""loadshedding"": 3.3, ""interop"": 3.2758559822143036, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
718,-34.58,19.35,30,Gans Bay,N/A,"15 Church Street, Gans Bay, South Africa",53,112.01734519583647,Cape Town,0.8848199347340887,Amber,Amber,4.550731438430577,Risky,"{""loadshedding"": 4.7, ""interop"": 1.321642980382214, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
3816,-33.5,21.44,30,Zoar,N/A,"197 Karoolande Street, Zoar, South Africa",58,282.9192047651056,Cape Town,0.35221287719065303,Amber,Amber,4.370334544997457,Risky,"{""loadshedding"": 4.2, ""interop"": 0.6291818124682107, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
4658,-29.8,17.49,30,Nama Khoi Local Municipality,Nama Khoi Ward 8,"unnamed road, Nama Khoi Ward 8, Nama Khoi Local Municipality, South Africa",49,467.0664737420299,Cape Town,0.21364486800461163,Amber,Amber,4.5772996790668,Risky,"{""loadshedding"": 5.1, ""interop"": 0.40374598833499986, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1284,-31.3,25.82,30,Gariep Local Municipality,Gariep Ward 3,"unnamed road, Gariep Ward 3, Gariep Local Municipality, 5920, South Africa",66,249.20173945569616,Bloemfontein,0.39967747713323654,Red,Red,3.0860894948864903,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 0.701118686081127, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
16395,-32.24,26.66,30,Lukhanji Nu,N/A,"Null, Lukhanji Nu, South Africa",50,214.75475085217968,Port Elizabeth,0.4634892145133486,Amber,Amber,4.583526286871665,Risky,"{""loadshedding"": 5.0, ""interop"": 0.7940785858958166, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1471,-26.02,29.6,30,Pullens Hope,N/A,"2 Palm, Pullens Hope, South Africa",53,140.4221127035159,Pretoria,0.7071029988757472,Amber,Amber,4.534211199033998,Risky,"{""loadshedding"": 4.7, ""interop"": 1.1151399879249755, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
272,-30.01,29.01,30,Matatiele Local Municipality,Matatiele Ward 7,"Matatiele Ward 7, Matatiele Local Municipality, Alfred Nzo District Municipality, South Africa",59,194.5856679583098,Durban,0.5112849067310778,Red,Red,3.273887115343922,Risky,"{""loadshedding"": 4.1, ""interop"": 0.8610889417990257, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
267,-27.97,31.03,30,Abaqulusi Nu,N/A,"Abaqulusi Nu, South Africa",56,210.0153743047221,Durban,0.4738991191020635,Amber,Amber,4.434708639379909,Risky,"{""loadshedding"": 4.4, ""interop"": 0.8088579922488519, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
764,-30.95,19.44,30,Loeriesfontein,N/A,"Hoof Street, Loeriesfontein, South Africa",56,344.2518130699302,Cape Town,0.2896436635938684,Amber,Amber,4.4124315362440445,Risky,"{""loadshedding"": 4.4, ""interop"": 0.5303942030505508, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
24490,-26.04,28.18,30,Tembisa,N/A,"100 Kofifi Street, Tembisa, South Africa",66,22.549418114595262,Johannesburg,4.246389423016055,Red,Red,3.3064991665588144,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 3.4562395819851766, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1822,-30.81,30.33,30,Hibiscus Coast Local Municipality,Hibiscus Coast Ward 26,"Ray Nkonyeni Road, Hibiscus Coast Ward 26, Hibiscus Coast Local Municipality, 4249, South Africa",61,124.88866898906197,Durban,0.7943526673452133,Red,Red,3.252526248543708,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 1.2190781067963496, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
20805,-34.06,23.08,30,Knysna,N/A,"17 Kennet Street, Knysna, South Africa",64,233.8909428206711,Port Elizabeth,0.42572948449675047,Red,Red,3.1391658202430133,Risky,"{""loadshedding"": 3.5999999999999996, ""interop"": 0.7395727530376667, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1571,-23.01,30.0,30,Makhado Local Municipality,Makhado Ward 21,"Makhado Ward 21, Makhado Local Municipality, Vhembe District Municipality, South Africa",64,353.3206709000078,Pretoria,0.28223021746371896,Red,Red,3.1214698543345714,Risky,"{""loadshedding"": 3.5999999999999996, ""interop"": 0.5183731791821476, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
5097,-30.08,24.66,30,Petrusville,N/A,"Street, Petrusville, South Africa",54,186.77032121526446,Bloemfontein,0.5325655266114051,Amber,Amber,4.491219648454536,Risky,"{""loadshedding"": 4.6, ""interop"": 0.8902456056817049, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
2587,-28.23,31.47,30,Mahlabatini,N/A,"Mahlabatini, South Africa",62,186.26989784531958,Durban,0.5339886503414317,Red,Red,3.2013744772821484,Risky,"{""loadshedding"": 3.8, ""interop"": 0.8921809660268523, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1872,-29.13,26.4,60,Bloemfontein,N/A,"Bloemfontein, South Africa",46,18.528997590238443,Bloemfontein,5.120590523805735,Green,Green,6.847208124472926,Amber,"{""loadshedding"": 5.4, ""interop"": 3.777601555911572, ""security"": 8.5, ""demand"": 6.0, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
5104,-29.12,25.41,30,Petrusburg,N/A,"Street, Petrusburg, South Africa",58,78.43271228092799,Bloemfontein,1.2589271740631507,Amber,Amber,4.455934209984859,Risky,"{""loadshedding"": 4.2, ""interop"": 1.699177624810734, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
733,-34.59,19.76,30,Cape Agulhas Local Municipality,Cape Agulhas Ward 1,"Sand Street, Cape Agulhas Ward 1, Cape Agulhas Local Municipality, South Africa",66,143.32679183697283,Cape Town,0.6928720490992204,Red,Red,3.1178147648621506,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 1.0976845607768788, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
5804,-25.0,27.01,30,Magong,N/A,"Magong, South Africa",58,148.06069459895267,Pretoria,0.6708676641354027,Amber,Amber,4.405632272049624,Risky,"{""loadshedding"": 4.2, ""interop"": 1.070403400620307, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
7885,-25.6,28.0,30,Ga-rankuwa,N/A,"6074 Makoto Street, Ga-rankuwa, South Africa",50,28.258305035690228,Pretoria,3.4178329837636445,Amber,Amber,4.767825552275279,Risky,"{""loadshedding"": 5.0, ""interop"": 3.0978194034409907, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
999,-26.1,28.15,85,Johannesburg,N/A,"3 Lyndale Close, Johannesburg, South Africa",22,15.461744893649003,Johannesburg,6.074690176894937,Green,Green,7.971373494875038,Ready,"{""loadshedding"": 7.8, ""interop"": 4.079668685937966, ""security"": 8.5, ""demand"": 8.5, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
1855,-29.75,30.13,30,Richmond Local Municipality,Richmond Ward 3,"unnamed road, Richmond Ward 3, Richmond Local Municipality, South Africa",65,86.89156366446849,Durban,1.1377656265367655,Red,Red,3.181738009362033,Risky,"{""loadshedding"": 3.5, ""interop"": 1.584225117025416, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
2196,-33.8,18.87,30,Stellenbosch Nu,N/A,"R44 Road, Stellenbosch Nu, South Africa",61,43.45092047711156,Cape Town,2.249672198610409,Red,Red,3.351598098784076,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 2.457476234800951, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
46,-32.28,24.56,30,Camdeboo Local Municipality,Asherville,"Narsing Street, Asherville, Camdeboo Local Municipality, 6280, South Africa",51,211.20403637583658,Port Elizabeth,0.471244570592847,Amber,Amber,4.559407932010932,Risky,"{""loadshedding"": 4.9, ""interop"": 0.805099150136641, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1473,-25.95,29.81,30,Steve Tshwete Local Municipality,Steve Tshwete Ward 7,"Rietkuil NG Kerk, 15th Avenue, Steve Tshwete Ward 7, Steve Tshwete Local Municipality, South Africa",53,159.7671221747638,Pretoria,0.6220177275506232,Amber,Amber,4.525682570345684,Risky,"{""loadshedding"": 4.7, ""interop"": 1.0085321293210492, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
85,-33.87,25.55,30,Bethelsdorp,N/A,"18734 Mbethe Street, Bethelsdorp, South Africa",58,11.801330784560662,Port Elizabeth,7.811687838002538,Amber,Amber,4.682998172330555,Risky,"{""loadshedding"": 4.2, ""interop"": 4.537477154131927, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1285,-33.33,24.35,30,Steytlerville,N/A,"Bosman Street, Steytlerville, South Africa",57,136.52056008326642,Port Elizabeth,0.7271639959832309,Amber,Amber,4.436160070398736,Risky,"{""loadshedding"": 4.3, ""interop"": 1.1395008799841926, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
3367,-23.0,30.01,30,Makhado Local Municipality,Makhado Ward 31,"Makhado Ward 31, Makhado Local Municipality, Vhembe District Municipality, South Africa",59,354.7963471915308,Pretoria,0.2810596589575677,Red,Red,3.2463174998618145,Risky,"{""loadshedding"": 4.1, ""interop"": 0.5164687482726884, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
298,-27.92,30.65,30,Kandaspunt,N/A,"Kandaspunt, South Africa",65,218.59092130539867,Durban,0.45539223300094367,Red,Red,3.1176008057144386,Risky,"{""loadshedding"": 3.5, ""interop"": 0.7825100714304851, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
5849,-33.22,27.13,30,Ngqushwa Local Municipality,Ngqushwa Ward 7,"N2, Ngqushwa Ward 7, Ngqushwa Local Municipality, 5640, South Africa",54,162.77184580655017,Port Elizabeth,0.6106055623145479,Amber,Amber,4.499504762254917,Risky,"{""loadshedding"": 4.6, ""interop"": 0.993809528186457, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
16264,-33.83,24.87,30,Hankey,N/A,"21 Null, Hankey, South Africa",62,70.28109165642418,Port Elizabeth,1.402896584160093,Red,Red,3.276240735304013,Risky,"{""loadshedding"": 3.8, ""interop"": 1.8280091913001675, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
18062,-26.2,25.47,30,Bathobatho,N/A,"Bathobatho, South Africa",68,257.13036199035656,Johannesburg,0.38740115354479643,Red,Red,3.0346199539448877,Risky,"{""loadshedding"": 3.2, ""interop"": 0.6827494243111001, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
386,-28.55,30.42,30,Msinga Local Municipality,Msinga Ward 17,"unnamed road, Msinga Ward 17, Msinga Local Municipality, South Africa",53,156.80512292043758,Durban,0.6336929888544756,Amber,Amber,4.526878986965705,Risky,"{""loadshedding"": 4.7, ""interop"": 1.0234873370713062, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
507,-30.56,26.4,30,Goedemoed,N/A,"Goedemoed, South Africa",53,164.9449155832068,Bloemfontein,0.6026096048110542,Amber,Amber,4.523674545792206,Risky,"{""loadshedding"": 4.7, ""interop"": 0.9834318224025707, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1604,-26.55,29.08,30,Embalenhle,N/A,"Embalenhle, South Africa",67,109.83029250968356,Johannesburg,0.902280394065212,Red,Red,3.1122696345327148,Risky,"{""loadshedding"": 3.3, ""interop"": 1.3408704316589337, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
27895,-31.17,28.7,30,Mhlontlo Local Municipality,Mhlontlo Ward 24,"Mhlontlo Ward 24, Mhlontlo Local Municipality, O.R. Tambo District Municipality, South Africa",54,265.93845701685893,Durban,0.37461818397221175,Amber,Amber,4.473075880632923,Risky,"{""loadshedding"": 4.6, ""interop"": 0.6634485079115369, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
744,-30.21,17.93,30,Kamiesberg Local Municipality,Kamiesberg Ward 3,"unnamed road, Kamiesberg Ward 3, Kamiesberg Local Municipality, South Africa",58,415.69160668043475,Cape Town,0.23998563541187684,Amber,Amber,4.355881432795614,Risky,"{""loadshedding"": 4.2, ""interop"": 0.4485179099451703, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
37562,-26.5,28.01,30,Walkerville,N/A,"Street, Walkerville, South Africa",52,33.11181858703655,Johannesburg,2.931535290176608,Amber,Amber,4.698371943379183,Risky,"{""loadshedding"": 4.8, ""interop"": 2.854649292239781, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
16532,-32.86,27.14,30,Debe Valley A,N/A,"Null, Debe Valley A, South Africa",60,187.19345371177036,Port Elizabeth,0.5313681109926174,Red,Red,3.25108926413594,Risky,"{""loadshedding"": 4.0, ""interop"": 0.8886158016992495, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
726,-32.15,18.61,30,Graafwater,N/A,"Stasie Road, Graafwater, South Africa",59,198.11904753018524,Cape Town,0.5022121250597114,Red,Red,3.2728826596621436,Risky,"{""loadshedding"": 4.1, ""interop"": 0.8485332457768002, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
28168,-31.69,29.37,30,Kwilini,N/A,"Null, Kwilini, South Africa",64,257.61303806922524,Durban,0.38667810697630844,Red,Red,3.134532996416114,Risky,"{""loadshedding"": 3.5999999999999996, ""interop"": 0.6816624552014314, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
43958,-25.32,29.99,30,Elias Motsoaledi Nu,N/A,"Elias Motsoaledi Nu, South Africa",57,182.9524108652039,Pretoria,0.5436188606045381,Amber,Amber,4.4174184369708405,Risky,"{""loadshedding"": 4.3, ""interop"": 0.9052304621355068, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
28796,-31.9,29.18,30,Nyandeni Local Municipality,Nyandeni Ward 26,"unnamed road, Nyandeni Ward 26, Nyandeni Local Municipality, South Africa",59,287.0679991398199,Durban,0.3471402595866363,Red,Red,3.2547075952852405,Risky,"{""loadshedding"": 4.1, ""interop"": 0.6213449410655134, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
9736,-26.21,27.65,30,Randfontein,N/A,"19827 6th Road, Randfontein, South Africa",62,39.64186408315712,Johannesburg,2.4605170618008687,Red,Red,3.337084609876678,Risky,"{""loadshedding"": 3.8, ""interop"": 2.58855762345848, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
478,-23.99,30.32,30,Gabaza,N/A,"Gabaza, South Africa",60,287.5556614436661,Pretoria,0.3465535886549317,Red,Red,3.2296349334909076,Risky,"{""loadshedding"": 4.0, ""interop"": 0.6204366686363507, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1499,-25.0,31.59,30,Mbombela,Mbombela Ward 39,"H11, Mbombela Ward 39, Mbombela, South Africa",61,347.72105092220863,Pretoria,0.2867621548385033,Red,Red,3.1970584015524173,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 0.5257300194052124, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
12890,-32.19,27.94,30,Mnquma Local Municipality,Ngqamakhwe,"unnamed road, Ngqamakhwe, Mnquma Local Municipality, South Africa",50,292.79622683417523,Port Elizabeth,0.34037196827732613,Amber,Amber,4.568867382497004,Risky,"{""loadshedding"": 5.0, ""interop"": 0.6108422812125448, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1011,-26.09,28.28,30,N/A,Pomona,"unnamed road, Pomona, Gauteng, 1623, South Africa",66,26.466378526994987,Johannesburg,3.640814893077959,Red,Red,3.286039534626566,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 3.2004941828320717, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
13365,-30.8,29.35,30,Umzimvubu Nu,N/A,"Null Street, Umzimvubu Nu, South Africa",57,191.56985902316467,Durban,0.5192920663039524,Amber,Amber,4.414768598363204,Risky,"{""loadshedding"": 4.3, ""interop"": 0.8721074795400434, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
