Site Identifier,Latitude,Longitude,Demand_Index,city,suburb,address,Site_Loadshedding_Risk,Distance_to_Metro_KM,Closest_Metro,Metro_Proximity_Score,Base_Risk_Category,Adjusted_Risk_Category,Total_Weighted_Score,Final_Classification,Factor_Scores
1918,-30.29,30.75,30,uMdoni Local Municipality,Renishaw,"Allen Street, Renishaw, uMdoni Local Municipality, 4182, South Africa",63,54.62630992540407,Durban,1.7977104743079646,Red,Red,3.2766174024138097,Risky,"{""loadshedding"": 3.7, ""interop"": 2.1452175301726237, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
651,-33.56,18.5,30,Atlantis,N/A,"3 Calton Street, Atlantis, South Africa",58,41.177474854102854,Cape Town,2.3709337826864334,Amber,Amber,4.522709402135854,Risky,"{""loadshedding"": 4.2, ""interop"": 2.533867526698179, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
419,-29.57,31.12,30,Tongaat,N/A,"High Street, Tongaat, South Africa",63,33.47347849540327,Durban,2.900780668632964,Red,Red,3.3320619104995037,Risky,"{""loadshedding"": 3.7, ""interop"": 2.8382738812438033, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
135,-34.18,22.14,30,Mossel Bay,N/A,"7 Santos Bay, Mossel Bay, South Africa",60,320.96164933569196,Port Elizabeth,0.3105959986424825,Red,Red,3.2251199012090144,Risky,"{""loadshedding"": 4.0, ""interop"": 0.5639987651126855, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
916,-26.24,27.95,30,Soweto,N/A,"6 Patrick Street, Soweto, South Africa",53,10.494690810455301,Johannesburg,8.699668538195246,Amber,Amber,4.824014336344031,Risky,"{""loadshedding"": 4.7, ""interop"": 4.737679204300382, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1717,-26.66,27.89,30,Vereeniging,N/A,"6 Ken Viljoen Street, Vereeniging, South Africa",52,53.058174455075516,Johannesburg,1.849858990023867,Amber,Amber,4.644698124267911,Risky,"{""loadshedding"": 4.8, ""interop"": 2.1837265533488863, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
194,-29.0,31.21,30,Silambo,N/A,"Silambo, South Africa",58,97.20706394243459,Durban,1.018256691378294,Amber,Amber,4.437141748881096,Risky,"{""loadshedding"": 4.2, ""interop"": 1.4642718610137049, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
433,-27.0,30.01,30,Pixley Ka Seme Local Municipality,Pixley ka Seme Ward 7,"Pixley ka Seme Ward 7, Pixley Ka Seme Local Municipality, Gert Sibande, South Africa",50,214.2651985441353,Johannesburg,0.46454327348922236,Amber,Amber,4.5836463884774235,Risky,"{""loadshedding"": 5.0, ""interop"": 0.7955798559677867, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
208,-29.86,30.97,85,Durban,N/A,"750 Mary Thiphe Road, Durban, South Africa",23,4.997363042116233,Durban,16.67399477032725,Green,Green,8.099102547935317,Ready,"{""loadshedding"": 7.7, ""interop"": 5.988781849191469, ""security"": 8.5, ""demand"": 8.5, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
10784,-30.96,29.3,30,Ntabankulu Local Municipality,Ntabankulu Ward 9,"unnamed road, Ntabankulu Ward 9, Ntabankulu Local Municipality, South Africa",62,205.56659966698007,Durban,0.48410536921853164,Red,Red,3.1958597813206975,Risky,"{""loadshedding"": 3.8, ""interop"": 0.8232472665087223, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
4249,-27.8,28.43,30,Reitz,N/A,"Kerk Street, Reitz, South Africa",59,181.46085579670122,Johannesburg,0.5480627587947986,Red,Red,3.277897982019515,Risky,"{""loadshedding"": 4.1, ""interop"": 0.9112247752439426, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
960,-26.34,28.15,30,Katlehong,N/A,"371 Khumalo Street, Katlehong, South Africa",65,18.2541359370524,Johannesburg,5.193689310542435,Red,Red,3.3591885842529505,Risky,"{""loadshedding"": 3.5, ""interop"": 3.8023573031618825, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
679,-33.95,18.38,85,Cape Town,Camps Bay,"St Theresa's Cath. Church, 11 The Fairway, Camps Bay, Cape Town, 8005, South Africa",30,4.933662557255126,Cape Town,16.852997459002683,Green,Green,7.925783535744398,Ready,"{""loadshedding"": 7.0, ""interop"": 6.009794196804972, ""security"": 8.5, ""demand"": 8.5, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
326,-30.85,30.35,30,Margate,N/A,"7 Iris Street, Margate, South Africa",59,127.69120686000883,Durban,0.7770538674703756,Red,Red,3.3009102541215514,Risky,"{""loadshedding"": 4.1, ""interop"": 1.1988781765193985, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
368,-29.96,30.89,30,Umlazi,N/A,"35 Dwala Grove, Umlazi, South Africa",61,16.978227923652113,Durban,5.5622834700209935,Red,Red,3.4688316595675888,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 3.9228957445948636, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
10570,-24.51,29.78,30,Fetakgomo Local Municipality,Fetakgomo Ward 7,"Fetakgomo Ward 7, Fetakgomo Local Municipality, Sekhukhune District Municipality, South Africa",49,208.12397100880952,Pretoria,0.47818525785256544,Amber,Amber,4.610193032024794,Risky,"{""loadshedding"": 5.1, ""interop"": 0.814912900309927, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1752,-26.66,27.97,30,Emfuleni Local Municipality,Three Rivers,"Nile Drive, Three Rivers, Emfuleni Local Municipality, 1805, South Africa",59,51.27473754986083,Johannesburg,1.9129699102672248,Red,Red,3.3833519339792995,Risky,"{""loadshedding"": 4.1, ""interop"": 2.229399174741249, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
9029,-26.02,28.17,30,N/A,Rabie Ridge,"Stilt Avenue, Rabie Ridge, Gauteng, 1692, South Africa",50,23.856865827069218,Johannesburg,4.023033342003224,Amber,Amber,4.789241783979788,Risky,"{""loadshedding"": 5.0, ""interop"": 3.365522299747354, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
4416,-26.12,28.46,30,Etwatwa,Etwatwa,"Caltex, Eiselen Street, Etwatwa, 1519, South Africa",52,42.236948680555805,Johannesburg,2.312836660579872,Amber,Amber,4.669809363339337,Risky,"{""loadshedding"": 4.8, ""interop"": 2.4976170417417136, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
559,-27.98,26.77,30,Welkom,Voorspoed,"Fuel Street, Voorspoed, Welkom, 9462, South Africa",55,134.26928938885567,Bloemfontein,0.7392660998797161,Amber,Amber,4.487324839846289,Risky,"{""loadshedding"": 4.5, ""interop"": 1.1540604980786004, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1691,-24.7,28.41,30,Modimolle Local Municipality,Modimolle Ward 8,"Chris Hani Street, Modimolle Ward 8, Modimolle Local Municipality, 0510, South Africa",64,117.93036533547819,Pretoria,0.840828157871377,Red,Red,3.18179186106826,Risky,"{""loadshedding"": 3.5999999999999996, ""interop"": 1.272398263353253, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1580,-26.15,28.68,30,Delmas,N/A,"6 5th Street, Delmas, South Africa",63,63.423149856908964,Johannesburg,1.5522370486713426,Red,Red,3.2612987773833373,Risky,"{""loadshedding"": 3.7, ""interop"": 1.953734717291721, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
63,-33.98,25.55,30,Port Elizaberth,N/A,"3 Mark Street, Port Elizaberth, South Africa",58,6.3197967189378454,Port Elizabeth,13.66158157661388,Amber,Amber,4.767931251194803,Risky,"{""loadshedding"": 4.2, ""interop"": 5.599140639935025, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
537,-27.66,27.23,30,Kroonstad,N/A,"Kroonstad, South Africa",52,181.0305467377362,Johannesburg,0.5493583455752447,Amber,Amber,4.543037530803269,Risky,"{""loadshedding"": 4.8, ""interop"": 0.9129691350408546, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
883,-26.24,27.99,85,Johannesburg,Theta,"Crown Mines Country Club, Lakewood Terrace, Theta, Johannesburg, 2001, South Africa",26,6.971749133717168,Johannesburg,12.544298412131635,Green,Green,7.979708839362895,Ready,"{""loadshedding"": 7.4, ""interop"": 5.4338604920361835, ""security"": 8.5, ""demand"": 8.5, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
1417,-25.83,28.2,30,Centurion,N/A,"174 Pretorius Avenue, Centurion, South Africa",59,9.58885187202099,Pretoria,9.443894504203124,Red,Red,3.596346123628961,Risky,"{""loadshedding"": 4.1, ""interop"": 4.891826545362009, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
2176,-33.93,18.55,30,N/A,Cape Town Ward 30,"Christian Avenue, Cape Town Ward 30, Western Cape, 7475, South Africa",50,11.629799943924926,Cape Town,7.917781789417901,Amber,Amber,4.884994628776508,Risky,"{""loadshedding"": 5.0, ""interop"": 4.5624328597063455, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
5032,-25.7,28.24,60,Pretoria,N/A,"Pretoria, South Africa",41,5.433020487524427,Pretoria,15.544797376897876,Green,Green,7.138089115707908,Amber,"{""loadshedding"": 5.9, ""interop"": 5.851113946348851, ""security"": 8.5, ""demand"": 6.0, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
147,-33.59,22.2,30,George,West Bank,"unnamed road, West Bank, George, 6620, South Africa",57,318.2973868649125,Port Elizabeth,0.31318765550157085,Amber,Amber,4.390449442162589,Risky,"{""loadshedding"": 4.3, ""interop"": 0.5681180270323547, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
994,-26.25,28.4,30,Springs,N/A,"Street, Springs, South Africa",61,35.54918305875725,Johannesburg,2.7360392663014617,Red,Red,3.374863818994098,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 2.7482977374262263, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
808,-33.01,18.99,30,Bergrivier Local Municipality,Bergrivier Ward 1,"West Street, Bergrivier Ward 1, Bergrivier Local Municipality, 6810, South Africa",61,114.4759069147578,Cape Town,0.8659815079332364,Red,Red,3.259055785829955,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 1.3006973228744396, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
837,-29.67,17.88,30,Springbok,N/A,"Springbok, South Africa",57,475.90664880073365,Cape Town,0.20968464216522822,Amber,Amber,4.376754464256953,Risky,"{""loadshedding"": 4.3, ""interop"": 0.3969308032119146, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
912,-26.03,28.16,30,Midrand,N/A,"16 Keeshond Close, Midrand, South Africa",50,22.39157965174073,Johannesburg,4.275042621696492,Amber,Amber,4.797407738050416,Risky,"{""loadshedding"": 5.0, ""interop"": 3.467596725630195, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
10997,-32.83,27.2,30,Dimbaza,Buffalo City Ward 36,"Siwani, Buffalo City Ward 36, Dimbaza, South Africa",59,193.60976072947258,Port Elizabeth,0.5138488410096254,Red,Red,3.2741698780880046,Risky,"{""loadshedding"": 4.1, ""interop"": 0.8646234761000614, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1613,-25.0,29.01,30,Marble Hall Nu,N/A,"Marble Hall Nu, South Africa",63,114.31523299122587,Pretoria,0.8671881190892519,Red,Red,3.2091636182627044,Risky,"{""loadshedding"": 3.7, ""interop"": 1.3020452282838066, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
694,-33.37,19.31,30,Ceres,N/A,"84 Voortrekker Street, Ceres, South Africa",55,102.62367496477015,Cape Town,0.9650304337690965,Amber,Amber,4.507683442148192,Risky,"{""loadshedding"": 4.5, ""interop"": 1.4085430268523926, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1050,-26.16,27.82,30,Roodepoort,N/A,"24 Proot Street, Roodepoort, South Africa",66,23.205378227555105,Johannesburg,4.131313258561737,Red,Red,3.3027995072668634,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 3.4099938408357904, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1917,-29.02,26.01,30,N/A,N/A,"Mangaung Metropolitan Municipality, South Africa",66,21.323440337287085,Bloemfontein,4.479596266932428,Red,Red,3.31375408111019,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 3.5469260138773806, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1839,-29.01,29.02,30,No result found,No result found,No result found,67,215.60274937363337,Durban,0.46167465689691195,Red,Red,3.068319329741743,Risky,"{""loadshedding"": 3.3, ""interop"": 0.7914916217717884, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
11500,-25.91,25.68,30,Mahikeng,Mahikeng Ward 27,"unnamed road, Mahikeng Ward 27, Mahikeng, South Africa",51,238.72296762079256,Johannesburg,0.41714818147164645,Amber,Amber,4.5531587583538435,Risky,"{""loadshedding"": 4.9, ""interop"": 0.7269844794230383, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
873,-33.64,19.0,30,Drakenstein Local Municipality,Drakenstein Ward 18,"Schwartz Street, Drakenstein Ward 18, Drakenstein Local Municipality, 7655, South Africa",62,61.93903563714528,Cape Town,1.5888390882967727,Red,Red,3.2886740768140594,Risky,"{""loadshedding"": 3.8, ""interop"": 1.9834259601757485, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
328,-30.34,28.81,30,Matatiele Local Municipality,Matatiele Ward 19,"Station Road, Matatiele Ward 19, Matatiele Local Municipality, 4470, South Africa",65,219.40037997674003,Durban,0.453719725939463,Red,Red,3.11740899743584,Risky,"{""loadshedding"": 3.5, ""interop"": 0.7801124679479947, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1768,-26.32,26.83,30,Ventersdorp,N/A,"Wilson Road, Ventersdorp, South Africa",53,122.0676666870085,Johannesburg,0.8125611112326093,Amber,Amber,4.544210475197503,Risky,"{""loadshedding"": 4.7, ""interop"": 1.2401309399687899, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1654,-25.71,28.19,60,Pretoria,N/A,"286 Booysen Street, Pretoria, South Africa",31,5.766968845547749,Pretoria,14.777665197290494,Green,Green,7.380169445454935,Amber,"{""loadshedding"": 6.9, ""interop"": 5.752118068186681, ""security"": 8.5, ""demand"": 6.0, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
120,-34.04,23.05,30,Knysna,N/A,"Knysna, South Africa",54,236.58827537175804,Port Elizabeth,0.42089619045185817,Amber,Amber,4.4785993552866445,Risky,"{""loadshedding"": 4.6, ""interop"": 0.7324919410830583, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1727,-26.82,27.83,30,Sasolburg,N/A,"9 Piet Uys Street, Sasolburg, South Africa",57,71.81699036914691,Johannesburg,1.3733058657471064,Amber,Amber,4.489173746547156,Risky,"{""loadshedding"": 4.3, ""interop"": 1.8021718318394495, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
663,-33.8,18.46,30,N/A,Bloubergstrand,"Linde Road, Bloubergstrand, Western Cape, 7436, South Africa",54,14.278345858781083,Cape Town,6.54521117170063,Amber,Amber,4.757114485866047,Risky,"{""loadshedding"": 4.6, ""interop"": 4.213931073325583, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
88,-32.25,24.54,30,Graaff Reinet,N/A,"3 Null, Graaff Reinet, South Africa",52,215.0311575217762,Port Elizabeth,0.4628961912122323,Amber,Amber,4.53345867857145,Risky,"{""loadshedding"": 4.8, ""interop"": 0.7932334821431247, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
2218,-32.91,18.76,30,Piketberg,N/A,"6 Blesbok Street, Piketberg, South Africa",63,117.07849040354245,Cape Town,0.8468942959741627,Red,Red,3.2073406612327267,Risky,"{""loadshedding"": 3.7, ""interop"": 1.2792582654090876, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1817,-28.88,31.9,30,uMhlathuze Local Municipality,uMhlathuze Ward 20,"Maqinase Street, uMhlathuze Ward 20, uMhlathuze Local Municipality, South Africa",53,138.1484041718264,Durban,0.7186571818424574,Amber,Amber,4.535336435260722,Risky,"{""loadshedding"": 4.7, ""interop"": 1.1292054407590242, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
321,-29.99,30.88,30,N/A,Malukazi,"122219 Street, Malukazi, KwaZulu-Natal, 4066, South Africa",49,19.99749759264409,Durban,4.762472268839898,Amber,Amber,4.837150639909891,Risky,"{""loadshedding"": 5.1, ""interop"": 3.6518829988736297, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
91,-33.04,27.86,30,East London,Sunnyridge,"Coronation Road, Sunnyridge, East London, 5208, South Africa",64,232.023989098536,Port Elizabeth,0.42914036613506873,Red,Red,3.139564423017288,Risky,"{""loadshedding"": 3.5999999999999996, ""interop"": 0.7445552877160964, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
4531,-26.0,28.07,30,Randburg,Barbeque Downs,"Hyperion Road, Barbeque Downs, Randburg, 1684, South Africa",66,22.80779857760994,Johannesburg,4.200304352962943,Red,Red,3.305027382887574,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 3.437842286094675, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
2128,-26.3,28.19,30,N/A,Leondale,"Aberdein Street, Leondale, Gauteng, 1430, South Africa",54,17.78286805079005,Johannesburg,5.324000558891951,Amber,Amber,4.727661811363626,Risky,"{""loadshedding"": 4.6, ""interop"": 3.845772642045327, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
618,-29.22,26.7,30,Botshabelo,Botshabelo-J,"Leratong/Hlonamang Secondary School, 2307 Mzala Molise Road, Botshabelo-J, Botshabelo, 9781, South Africa",56,49.3053413545024,Bloemfontein,1.9878604797708992,Amber,Amber,4.5525863848317165,Risky,"{""loadshedding"": 4.4, ""interop"": 2.2823298103964555, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
474,-29.22,26.71,30,Botshabelo,N/A,"469 Unknown Street, Botshabelo, South Africa",54,50.231338512219324,Bloemfontein,1.9519302619069523,Amber,Amber,4.600568233270784,Risky,"{""loadshedding"": 4.6, ""interop"": 2.257102915884797, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
893,-26.17,28.14,30,N/A,Bedfordview,"unnamed road, Bedfordview, Gauteng, 2013, South Africa",68,9.996770275386261,Johannesburg,9.093579068740482,Red,Red,3.3656547885371593,Risky,"{""loadshedding"": 3.2, ""interop"": 4.820684856714491, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
998,-26.09,27.81,30,Krugersdorp,Mogale City Ward 21,"Libertas Street, Mogale City Ward 21, Krugersdorp, 1733, South Africa",65,26.870237051025427,Johannesburg,3.5880570307643187,Red,Red,3.3091323045908343,Risky,"{""loadshedding"": 3.5, ""interop"": 3.1766538073854256, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1176,-28.0,24.0,30,Dikgatlong Local Municipality,Dikgatlong Ward 6,"Dikgatlong Ward 6, Dikgatlong Local Municipality, 8377, South Africa",62,247.8398784224231,Bloemfontein,0.40186484832725644,Red,Red,3.1863499813526905,Risky,"{""loadshedding"": 3.8, ""interop"": 0.7043747669086303, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
282,-29.49,30.22,30,uMgeni Local Municipality,KwaMevana,"unnamed road, KwaMevana, uMgeni Local Municipality, 3290, South Africa",68,87.64324722566394,Durban,1.1281175174621543,Red,Red,3.1059834493846816,Risky,"{""loadshedding"": 3.2, ""interop"": 1.574793117308519, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1181,-28.46,21.25,30,Khara Hais Nu,N/A,"Palm Avenue, Khara Hais Nu, South Africa",50,488.97509259970604,Bloemfontein,0.20409200694145652,Amber,Amber,4.5509814634190695,Risky,"{""loadshedding"": 5.0, ""interop"": 0.38726829273836855, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
171,-33.99,25.67,30,Port Elizaberth,N/A,"52 Brighton, Port Elizaberth, South Africa",67,5.995959988658311,Port Elizabeth,14.29396396807839,Red,Red,3.4599753727125577,Risky,"{""loadshedding"": 3.3, ""interop"": 5.687192158906975, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1151,-26.16,24.41,30,Kagisano-Molopo Local Municipality,Piet Plessis,"unnamed road, Piet Plessis, Kagisano-Molopo Local Municipality, South Africa",57,362.97269157478667,Johannesburg,0.2747458870261223,Amber,Amber,4.385493320489368,Risky,"{""loadshedding"": 4.3, ""interop"": 0.5061665061170995, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
913,-26.15,28.42,30,Daveyton,N/A,"10588 Kwena Street, Daveyton, South Africa",60,37.6751693279874,Johannesburg,2.5856383239577627,Red,Red,3.393009554969299,Risky,"{""loadshedding"": 4.0, ""interop"": 2.662619437116238, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
277,-29.56,30.3,30,Hilton,N/A,"55 Hilton Avenue, Hilton, South Africa",63,77.2182248484739,Durban,1.2784744245183555,Red,Red,3.242371488454803,Risky,"{""loadshedding"": 3.7, ""interop"": 1.7171436056850375, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
676,-25.96,28.24,30,Clayville,N/A,"Clayville, South Africa",50,23.608735432794806,Pretoria,4.063597671367343,Amber,Amber,4.790583499005034,Risky,"{""loadshedding"": 5.0, ""interop"": 3.382293737562923, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
848,-34.13,18.39,30,Masiphumelele,Cape Town Ward 69,"Kommetjie Road, Cape Town Ward 69, Masiphumelele, 7985, South Africa",57,23.02156476236408,Cape Town,4.162926145289068,Amber,Amber,4.618824052251908,Risky,"{""loadshedding"": 4.3, ""interop"": 3.422800653148848, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
530,-28.31,28.7,30,Kestell,N/A,"28 Raath Street, Kestell, South Africa",50,242.88919176763528,Johannesburg,0.4100222698481641,Amber,Amber,4.577317849095706,Risky,"{""loadshedding"": 5.0, ""interop"": 0.716473113696317, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
450,-30.0,30.01,30,Ingwe Local Municipality,Ingwe Ward 6,"Ingwe Ward 6, Ingwe Local Municipality, Sisonke District Municipality, South Africa",61,98.7606781353246,Durban,1.0023989598822771,Red,Red,3.2708258994171073,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 1.447823742713843, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1711,-25.74,28.01,60,Pretoria,N/A,"Pretoria, South Africa",34,21.982244062887055,Pretoria,4.351185190026126,Green,Green,7.124798385900672,Amber,"{""loadshedding"": 6.6, ""interop"": 3.4974798237583924, ""security"": 8.5, ""demand"": 6.0, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
1029,-26.3,28.45,30,Springs,N/A,"6 Beryl Road, Springs, South Africa",55,41.55125280872526,Johannesburg,2.3501070685160816,Amber,Amber,4.5966755810467745,Risky,"{""loadshedding"": 4.5, ""interop"": 2.5209447630846755, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
43,-33.9,25.56,30,Port Elizaberth,N/A,"157 Dyke Road, Port Elizaberth, South Africa",54,8.504494781504002,Port Elizabeth,10.521337777427437,Amber,Amber,4.827724357734101,Risky,"{""loadshedding"": 4.6, ""interop"": 5.096554471676264, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
937,-26.02,28.01,30,Sandton,N/A,"3192 Forest Drive, Sandton, South Africa",56,20.807000702344407,Johannesburg,4.5856833484326565,Amber,Amber,4.6569527787624185,Risky,"{""loadshedding"": 4.4, ""interop"": 3.586909734530228, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1598,-25.84,28.27,60,Pretoria,N/A,"685 Viscount Street, Pretoria, South Africa",40,11.021910198692796,Pretoria,8.318145648008045,Green,Green,7.067320454427628,Amber,"{""loadshedding"": 6.0, ""interop"": 4.654005680345344, ""security"": 8.5, ""demand"": 6.0, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
