Site Identifier,Site Type,LAT Trimmed,LON Trimmed
60088,Remote Site,-33.88,18.57
60245,Remote Site,-25.88,29.27
47839,Remote Site,-26.79,27.85
47225,Remote Site,-26.68,27.1
50280,Remote Site,-33.8,18.51
47841,Remote Site,-25.96,28.1
52018,Remote Site,-26.1,28.06
45823,Remote Site,-34.14,18.86
48684,Remote Site,-34.1,18.87
6001,Remote Site,-33.82,18.5
39071,Remote Site,-32.92,28.05
29868,Remote Site,-34,23.34
36635,Remote Site,-33.86,18.65
50033,Remote Site,-33.82,18.48
16042,Remote Site,-33.86,18.6
51802,Remote Site,-26.16,28.13
43931,Remote Site,-25.3,31
47967,Remote Site,-30.83,30.38
2464,Remote Site,-25.46,30.98
35637,Remote Site,-26.55,30.02
31556,Remote Site,-25.74,28.22
49610,Remote Site,-34.1,18.86
27685,Remote Site,-33.82,18.64
47828,Remote Site,-33.81,18.5
2572,Remote Site,-33.98,18.84
45249,Remote Site,-25.68,28.3
57160,Remote Site,-33.99,25.65
4008,Remote Site,-29.95,30.95
6786,Remote Site,-25.09,31.08
32938,Remote Site,-33.93,18.47
78259,Remote Site,-33.64,19.47
19897,Remote Site,-26.84,27.07
4353,Remote Site,-29.57,30.34
8690,Remote Site,-34.01,18.43
180545,Remote Site,-33.93,18.61
78257,Remote Site,-33.9,18.96
127351,Remote Site,-29.92,30.89
31816,Remote Site,-33.99,18.5
20323,Remote Site,-34.08,18.44
18013,Remote Site,-33.82,18.48
56613,Remote Site,-25.96,28.1
29957,Remote Site,-28.87,27.87
46870,Remote Site,-29.63,30.38
76265,Remote Site,-33.58,25.29
41959,Remote Site,-26.12,28.23
31549,Remote Site,-25.74,28.25
30398,Remote Site,-26.08,28.03
58157,Remote Site,-25.77,29.48
30342,Remote Site,-34.01,18.39
45744,Remote Site,-34.1,18.87
34611,Remote Site,-25.75,28.29
48145,Remote Site,-26.72,27.07
36636,Remote Site,-33.82,18.69
180521,Remote Site,-33.93,18.61
17443,Remote Site,-33.87,18.58
42100,Remote Site,-25.77,29.46
19594,Remote Site,-25.79,29.23
37430,Remote Site,-26.1,28.06
30521,Remote Site,-25.49,26.65
44441,Remote Site,-26.29,28.09
10210,Remote Site,-29.52,30.24
20840,Remote Site,-33.86,18.52
75992,Remote Site,-34.07,18.83
19597,Remote Site,-33.82,18.68
28336,Remote Site,-29.58,31.08
24176,Remote Site,-25.81,28.32
17167,Remote Site,-33.81,18.66
57882,Remote Site,-25.78,29.45
29392,Remote Site,-26.64,27.04
23839,Remote Site,-33.89,18.48
58064,Remote Site,-33.9,18.71
3111,Remote Site,-26.52,27.99
58300,Remote Site,-26.14,28.17
16525,Remote Site,-33.99,18.51
31146,Remote Site,-26.68,27.87
34416,Remote Site,-33.83,18.58
37110,Remote Site,-26.16,28.18
32093,Remote Site,-34.07,18.56
31544,Remote Site,-25.75,28.23
9102,Remote Site,-29.93,29.96
31405,Remote Site,-34.08,18.44
48569,Remote Site,-25.72,28.3
38987,Remote Site,-29.37,30.33
36423,Remote Site,-29.84,30.7
47237,Remote Site,-30.28,30.68
33360,Remote Site,-23.3,30.44
20740,Remote Site,-26,26.02
49729,Remote Site,-25.77,29.47
21475,Remote Site,-25.48,30.98
46784,Remote Site,-25.8,28.23
177609,Remote Site,-29.86,30.89
10980,Remote Site,-33.96,25.49
67110,Remote Site,-32.94,28.01
34720,Remote Site,-26.73,27.09
46831,Remote Site,-25.79,28.35
44719,Remote Site,-26.09,28.04
58001,Remote Site,-25.78,29.43
23901,Remote Site,-28,26.02
7716,Remote Site,-29.71,31.04
45270,Remote Site,-25.61,28.39
80450,Remote Site,-29.84,30.98
3452,Remote Site,-25.86,28.26
58431,Remote Site,-29.83,30.97
46590,Remote Site,-25.78,29.43
45837,Remote Site,-33.94,18.71
32175,Remote Site,-25.59,30.85
34479,Remote Site,-34.15,18.89
46141,Remote Site,-33.85,25.64
52012,Remote Site,-27.97,26.04
52015,Remote Site,-26.02,28.02
19128,Remote Site,-34.01,18.34
46701,Remote Site,-34.08,22.17
54735,Remote Site,-25.77,28.37
46773,Remote Site,-25.78,28.23
48723,Remote Site,-25.78,28.26
57033,Remote Site,-25.79,28.28
19308,Remote Site,-30.32,30.73
46108,Remote Site,-26.03,27.99
16433,Remote Site,-33.88,18.74
43426,Remote Site,-25.87,28.26
34415,Remote Site,-34.01,18.82
33183,Remote Site,-33.93,18.89
46885,Remote Site,-25.99,28
57037,Remote Site,-25.79,28.29
48570,Remote Site,-25.72,28.3
62021,Remote Site,-29.13,26.22
15822,Remote Site,-26.04,28.05
187073,Remote Site,-25.75,27.29
47321,Remote Site,-25.75,28.28
21473,Remote Site,-25.48,30.98
57162,Remote Site,-33.95,25.53
63677,Remote Site,-30.35,30.83
57877,Remote Site,-33.95,25.55
37811,Remote Site,-25.78,28.29
53209,Remote Site,-28.08,26.09
137285,Remote Site,-25.76,28.34
41385,Remote Site,-25.32,30.95
48034,Remote Site,-25.75,28.34
70348,Remote Site,-31.6,28.78
46428,Remote Site,-26.05,27.99
14060,Remote Site,-26.07,28.29
34353,Remote Site,-25.81,28.32
16847,Remote Site,-34.2,24.83
31553,Remote Site,-25.75,28.24
20839,Remote Site,-33.85,18.52
9174,Remote Site,-26.09,28.03
16435,Remote Site,-33.95,18.77
46139,Remote Site,-33.85,25.63
57029,Remote Site,-25.76,28.27
12823,Remote Site,-25.76,28.26
39207,Remote Site,-33.95,18.69
36739,Remote Site,-33.54,18.52
58220,Remote Site,-33.89,18.57
60486,Remote Site,-25.88,28.23
58425,Remote Site,-29.82,31
29621,Remote Site,-33.82,18.48
57030,Remote Site,-25.79,28.29
71203,Remote Site,-34.09,23.34
19598,Remote Site,-33.91,18.48
57065,Remote Site,-25.81,28.24
3720,Remote Site,-25.73,28.33
57871,Remote Site,-33.97,25.5
49785,Remote Site,-26.15,28.18
35525,Remote Site,-26.11,28.03
57875,Remote Site,-33.95,25.55
34348,Remote Site,-33.89,18.71
31554,Remote Site,-25.75,28.24
78174,Remote Site,-28.44,21.27
45347,Remote Site,-26,28.01
58473,Remote Site,-33.83,19.73
34081,Remote Site,-25.85,28.11
37806,Remote Site,-25.78,28.28
19511,Remote Site,-34.07,22.19
31460,Remote Site,-25.81,28.32
37443,Remote Site,-32.99,27.9
3439,Remote Site,-26.73,27.86
59080,Remote Site,-29.75,31.04
57128,Remote Site,-33.93,25.53
48279,Remote Site,-25.67,28.2
75948,Remote Site,-29.69,31.03
34610,Remote Site,-25.75,28.29
188646,Remote Site,-25.82,28.34
59405,Remote Site,-33.95,22.47
16444,Remote Site,-25.76,28.24
173815,Remote Site,-28.75,31.9
48048,Remote Site,-25.78,28.31
33740,Remote Site,-26.12,28.21
46646,Remote Site,-33.83,18.68
46082,Remote Site,-25.91,28.19
33448,Remote Site,-23.56,30.24
17655,Remote Site,-33.85,18.86
37046,Remote Site,-29.05,29.42
57064,Remote Site,-25.81,28.27
19119,Remote Site,-33.95,18.87
6797,Remote Site,-25.04,30.98
56844,Remote Site,-25.87,28.17
21938,Remote Site,-33.88,19.02
52070,Remote Site,-25.78,28.24
16429,Remote Site,-33.9,18.71
50023,Remote Site,-25.8,28.34
22119,Remote Site,-32.75,18.01
57869,Remote Site,-33.98,25.64
185448,Remote Site,-29.8,30.86
17652,Remote Site,-33.88,18.81
16226,Remote Site,-25.75,28.27
76156,Remote Site,-33.75,18.96
136970,Remote Site,-33.6,22.2
33135,Remote Site,-25.02,27.01
17653,Remote Site,-33.62,18.78
45882,Remote Site,-33.63,19.42
59075,Remote Site,-29.76,31.02
30819,Remote Site,-26.25,28.13
57036,Remote Site,-25.78,28.29
31545,Remote Site,-25.74,28.24
177387,Remote Site,-30.06,30.86
45822,Remote Site,-33.93,19.12
50329,Remote Site,-29.93,31.01
56301,Remote Site,-25.82,28.2
10200,Remote Site,-29.52,30.24
3322,Remote Site,-25.78,28.35
177477,Remote Site,-29.99,30.94
49461,Remote Site,-26.08,28.26
59404,Remote Site,-33.98,22.44
34704,Remote Site,-26.04,27.99
2908,Remote Site,-25.75,28.27
59437,Remote Site,-33.96,25.61
34244,Remote Site,-34.04,18.8
52022,Remote Site,-26.09,28.03
28469,Remote Site,-23.48,30.16
58433,Remote Site,-29.84,31.01
39553,Remote Site,-25.77,28.27
60483,Remote Site,-25.87,28.21
4164,Remote Site,-30.8,30.41
57165,Remote Site,-33.95,25.51
76154,Remote Site,-33.63,19.02
79116,Remote Site,-29.73,30.99
136967,Remote Site,-33.58,22.2
81581,Remote Site,-34.08,22.16
84375,Remote Site,-29.96,30.93
43263,Remote Site,-25.45,30.83
52318,Remote Site,-25.79,28.28
58548,Remote Site,-29.73,31.08
52021,Remote Site,-26.08,28.06
19508,Remote Site,-34.03,23.38
58420,Remote Site,-29.83,31.01
58418,Remote Site,-25.85,28.2
46782,Remote Site,-25.79,28.24
45743,Remote Site,-34.02,18.74
57872,Remote Site,-33.96,25.48
127352,Remote Site,-29.91,30.92
33241,Remote Site,-33.8,18.95
38263,Remote Site,-26.13,27.97
50634,Remote Site,-33.99,22.45
859,Remote Site,-33.86,19.99
59515,Remote Site,-29.8,31.01
52017,Remote Site,-26.09,28.07
21281,Remote Site,-32.35,28.04
15154,Remote Site,-25.46,30.94
80440,Remote Site,-29.83,30.98
55610,Remote Site,-34,25.56
52071,Remote Site,-25.78,28.25
56016,Remote Site,-34.04,18.36
37086,Remote Site,-26.89,26.65
14728,Remote Site,-33.87,18.58
4412,Remote Site,-34.05,22.99
59074,Remote Site,-29.77,31.03
40081,Remote Site,-25.78,29.46
16434,Remote Site,-33.9,18.71
34406,Remote Site,-33.96,18.74
127752,Remote Site,-29.7,31.03
50341,Remote Site,-33.97,25.52
35523,Remote Site,-26.09,28.04
37735,Remote Site,-25.68,28.24
31181,Remote Site,-26.75,27.83
56957,Remote Site,-25.46,30.99
46576,Remote Site,-25.78,28.44
57164,Remote Site,-33.94,25.51
48154,Remote Site,-34.09,18.48
53870,Remote Site,-26.14,28.14
50432,Remote Site,-29.8,31.02
46638,Remote Site,-33.82,18.61
37736,Remote Site,-25.68,28.24
254327,Remote Site,-28.89,31.46
50385,Remote Site,-29.77,31.05
35200,Remote Site,-26.68,27.91
3706,Remote Site,-26.74,27.84
3821,Remote Site,-33.86,19.04
56295,Remote Site,-26.72,27.08
57876,Remote Site,-33.94,25.56
48148,Remote Site,-26.69,27.08
52016,Remote Site,-26.01,28.01
48010,Remote Site,-26,28
59399,Remote Site,-34.04,23.04
33092,Remote Site,-25.88,29.2
35723,Remote Site,-29.74,30.63
16676,Remote Site,-26.3,28.05
2721,Remote Site,-25.56,27.99
45132,Remote Site,-33.78,19.76
57031,Remote Site,-25.78,28.29
36424,Remote Site,-29.84,30.72
57158,Remote Site,-33.99,25.54
57865,Remote Site,-33,27.92
58427,Remote Site,-29.83,30.97
29929,Remote Site,-25.52,30.95
32292,Remote Site,-34,25.47
33238,Remote Site,-33.77,18.92
57154,Remote Site,-33.99,25.55
15032,Remote Site,-26.16,28.29
56304,Remote Site,-25.82,28.21
78171,Remote Site,-28.44,21.24
59079,Remote Site,-29.75,31.07
49412,Remote Site,-25.74,28.27
46081,Remote Site,-25.92,28.19
57035,Remote Site,-25.77,28.28
30766,Remote Site,-25.77,28.72
33235,Remote Site,-33.89,19.08
59402,Remote Site,-33.95,22.46
50369,Remote Site,-29.77,31.01
2613,Remote Site,-23.83,30.16
33126,Remote Site,-27.96,26.74
48185,Remote Site,-26.71,27.1
53514,Remote Site,-33.83,18.54
28557,Remote Site,-29.75,30.97
55864,Remote Site,-29.74,31.06
59673,Remote Site,-29.68,31.04
134883,Remote Site,-33.95,22.41
50322,Remote Site,-29.78,30.87
51275,Remote Site,-27.44,23.45
29926,Remote Site,-25.45,31.05
58439,Remote Site,-29.84,31
59078,Remote Site,-29.74,31.05
34345,Remote Site,-33.9,18.7
38963,Remote Site,-25.76,28.23
48298,Remote Site,-33.7,18.96
32095,Remote Site,-25,28
21048,Remote Site,-27.79,30.74
31374,Remote Site,-29.69,31.02
47969,Remote Site,-29.48,30.21
49078,Remote Site,-25.48,30.97
17029,Remote Site,-33.9,18.67
57581,Remote Site,-29.84,30.92
13409,Remote Site,-34.01,23.03
40944,Remote Site,-25.79,28.24
185447,Remote Site,-29.86,30.89
80448,Remote Site,-29.83,30.98
78181,Remote Site,-28.44,21.26
49780,Remote Site,-34.19,22.11
47820,Remote Site,-26.72,27.11
57190,Remote Site,-33.97,25.5
58037,Remote Site,-29.8,31.03
36781,Remote Site,-26.69,27.09
6893,Remote Site,-29.09,26.2
47758,Remote Site,-29.74,31.08
40016,Remote Site,-25.82,28.27
57585,Remote Site,-29.85,31
55574,Remote Site,-34.05,23.32
60933,Remote Site,-34.04,23.05
57163,Remote Site,-33.95,25.53
252997,Remote Site,-29.81,30.85
54111,Remote Site,-25.74,28.23
47980,Remote Site,-29.75,31.03
50337,Remote Site,-33.97,25.53
2699,Remote Site,-33.91,20.02
173816,Remote Site,-29.73,31.02
58550,Remote Site,-29.72,31.08
53787,Remote Site,-26.14,28.14
28829,Remote Site,-28.25,28.3
27580,Remote Site,-23.91,29.97
49774,Remote Site,-33.96,22.43
51842,Remote Site,-33.84,18.55
45770,Remote Site,-34.03,23.02
29227,Remote Site,-30.18,30.81
62013,Remote Site,-29.2,26.28
16380,Remote Site,-28.77,32.12
57573,Remote Site,-29.83,30.9
16378,Remote Site,-29.74,31.06
31957,Remote Site,-33.84,18.55
56296,Remote Site,-26.72,27.07
13890,Remote Site,-26,28.13
29925,Remote Site,-25.44,31.01
47852,Remote Site,-23.83,30.14
44936,Remote Site,-25.35,31.01
59401,Remote Site,-34.05,23.05
50072,Remote Site,-26.1,27.87
8635,Remote Site,-25.5,28.09
57575,Remote Site,-29.82,30.94
37734,Remote Site,-25.67,28.24
42946,Remote Site,-25.91,28.19
32717,Remote Site,-26.11,28.19
58287,Remote Site,-33.61,26.88
37429,Remote Site,-28.45,21.22
17654,Remote Site,-34,18.83
16371,Remote Site,-29.85,30.91
16374,Remote Site,-29.74,31.05
32551,Remote Site,-34.04,23.34
57574,Remote Site,-29.82,30.77
57579,Remote Site,-29.82,30.93
37360,Remote Site,-26.17,27.88
21117,Remote Site,-25.57,31.03
58546,Remote Site,-29.66,31.12
173820,Remote Site,-27.74,29.94
56857,Remote Site,-34,25.66
50098,Remote Site,-26.19,28.32
37842,Remote Site,-25.8,28.27
33113,Remote Site,-28.11,26.86
2869,Remote Site,-33.65,18.98
48432,Remote Site,-29.11,26.21
34150,Remote Site,-34.12,18.88
45639,Remote Site,-29.77,31
127689,Remote Site,-29.7,31.03
58314,Remote Site,-34.01,25.35
57878,Remote Site,-33.99,25.66
20713,Remote Site,-30.95,29.96
59592,Remote Site,-29.72,31.07
43439,Remote Site,-29.99,30.94
40867,Remote Site,-25.48,31
48727,Remote Site,-25.79,28.26
59767,Remote Site,-33.95,22.45
5769,Remote Site,-29.82,30.9
29982,Remote Site,-25.89,28.71
82542,Remote Site,-34.04,25.55
57343,Remote Site,-34,25.51
37050,Remote Site,-29.53,30.23
47354,Remote Site,-26.03,28.04
59076,Remote Site,-29.75,31.03
59403,Remote Site,-33.96,22.47
35993,Remote Site,-29.84,31.01
47328,Remote Site,-24.69,30.34
46166,Remote Site,-33.98,22.58
1483,Remote Site,-33.94,25.49
3144,Remote Site,-33.81,18.49
50360,Remote Site,-33.97,25.51
8267,Remote Site,-29.07,26.24
49734,Remote Site,-29.09,26.22
47708,Remote Site,-24.7,28.39
19374,Remote Site,-33.68,18.99
76153,Remote Site,-33.64,19.02
6571,Remote Site,-34.07,18.89
44696,Remote Site,-29.99,30.94
55865,Remote Site,-29.74,31.06
27627,Remote Site,-25.86,28.26
60405,Remote Site,-29.92,31.93
16780,Remote Site,-33.98,22.44
31744,Remote Site,-33.99,25.54
39395,Remote Site,-32.99,17.99
25089,Remote Site,-26.16,28.19
60934,Remote Site,-34.05,23.08
10823,Remote Site,-33.98,25.57
57577,Remote Site,-29.82,30.92
45625,Remote Site,-29.75,31.03
56814,Remote Site,-33.99,25.53
50386,Remote Site,-29.8,31.04
41319,Remote Site,-28.25,26.19
44568,Remote Site,-26,28.01
58421,Remote Site,-29.82,31.01
52597,Remote Site,-25.8,28.27
52019,Remote Site,-26.1,28.1
57831,Remote Site,-29.08,26.23
19572,Remote Site,-26.41,27.47
172241,Remote Site,-29.93,30.9
46548,Remote Site,-26.01,28.01
44898,Remote Site,-25.8,28.48
48168,Remote Site,-34.11,22.11
58437,Remote Site,-29.83,31
28475,Remote Site,-23.5,30.22
37047,Remote Site,-29.02,29.44
43440,Remote Site,-30.01,30.92
7244,Remote Site,-33.86,18.52
17719,Remote Site,-29.76,30.75
50359,Remote Site,-33.97,25.53
46411,Remote Site,-30.12,30.85
58639,Remote Site,-29.87,30.97
59542,Remote Site,-29.8,31.02
43450,Remote Site,-30,30.94
58066,Remote Site,-33.94,22.48
59082,Remote Site,-31.07,29.75
164988,Remote Site,-34.42,19.21
173818,Remote Site,-29.87,30.9
34247,Remote Site,-34.02,18.81
177620,Remote Site,-29.87,30.89
78443,Remote Site,-29.85,30.98
58438,Remote Site,-29.85,31
55862,Remote Site,-29.73,31.06
32009,Remote Site,-26.26,28.12
13327,Remote Site,-29.6,30.3
31991,Remote Site,-26.25,28.13
58547,Remote Site,-29.73,31.08
50427,Remote Site,-29.79,31.02
130003,Remote Site,-29.75,31.03
45631,Remote Site,-29.8,31.03
31373,Remote Site,-29.71,31.04
58030,Remote Site,-29.78,31.03
109233,Remote Site,-29.75,31.03
59677,Remote Site,-29.72,31.07
173819,Remote Site,-29.88,30.9
33615,Remote Site,-29.82,30.9
58028,Remote Site,-29.78,31.02
5684,Remote Site,-25.83,28.21
57834,Remote Site,-29.08,26.21
16880,Remote Site,-33.07,27.83
47754,Remote Site,-33.81,19.86
5128,Remote Site,-29.83,30.98
259014,Remote Site,-29.86,31
45627,Remote Site,-29.78,31.03
3347,Remote Site,-30.01,30.93
57989,Remote Site,-26.15,28.14
57028,Remote Site,-25.76,28.26
56305,Remote Site,-25.84,28.21
39581,Remote Site,-26.79,27.8
57985,Remote Site,-26.16,28.14
59091,Remote Site,-29.67,31.12
34080,Remote Site,-25.84,28.11
16123,Remote Site,-25.77,28.29
57833,Remote Site,-29.09,26.23
57987,Remote Site,-26.15,28.14
58551,Remote Site,-29.71,31.08
58031,Remote Site,-29.77,31.03
58684,Remote Site,-33.97,25.38
57576,Remote Site,-29.82,30.92
34844,Remote Site,-26.09,28.04
1112,Remote Site,-33.96,20.1
16379,Remote Site,-29.85,30.91
48139,Remote Site,-23.68,27.74
59077,Remote Site,-29.75,31.04
17922,Remote Site,-31.05,29.76
58436,Remote Site,-29.83,31.01
45346,Remote Site,-26.27,28.33
57802,Remote Site,-29.09,26.22
47351,Remote Site,-29.72,31
36516,Remote Site,-28.52,29.81
20229,Remote Site,-33.97,23.66
3646,Remote Site,-23.67,27.74
59135,Remote Site,-26.15,28.15
21119,Remote Site,-25.6,30.08
45747,Remote Site,-30.11,30.85
39688,Remote Site,-26.8,27.82
53214,Remote Site,-23.89,30.28
18175,Remote Site,-29.78,31.04
196594,Remote Site,-28.28,29.14
28188,Remote Site,-29.71,31.05
28827,Remote Site,-28.22,28.3
177396,Remote Site,-30,30.95
50727,Remote Site,-28.23,28.33
47428,Remote Site,-34.05,22.44
58549,Remote Site,-29.71,31.08
59081,Remote Site,-31.05,29.76
58640,Remote Site,-29.85,30.99
173821,Remote Site,-27.74,29.92
174735,Remote Site,-26.19,28.23
59083,Remote Site,-29.75,31.05
57582,Remote Site,-29.84,30.91
57157,Remote Site,-33.97,25.53
36036,Remote Site,-29.77,31.03
2910,Remote Site,-33.84,18.96
15060,Remote Site,-25.75,28.36
21389,Remote Site,-25.49,30.97
47922,Remote Site,-33.97,22.43
45765,Remote Site,-34.37,21.43
43049,Remote Site,-25.78,28.24
58435,Remote Site,-29.84,31
60487,Remote Site,-25.86,28.22
5754,Remote Site,-29.84,30.94
57832,Remote Site,-29.09,26.23
54049,Remote Site,-25.8,28.25
56841,Remote Site,-25.87,28.19
400,Remote Site,-25.81,28.24
50321,Remote Site,-29.79,30.87
58638,Remote Site,-29.88,30.97
31531,Remote Site,-23.84,30.14
30602,Remote Site,-23.04,29.92
47907,Remote Site,-23.03,29.73
59675,Remote Site,-29.72,31.08
49144,Remote Site,-26.11,28.07
16346,Remote Site,-29.82,30.99
57580,Remote Site,-29.83,30.92
46569,Remote Site,-29.76,30.72
58432,Remote Site,-29.83,30.97
57067,Remote Site,-25.8,28.23
59088,Remote Site,-31.06,29.76
58434,Remote Site,-29.84,31
47641,Remote Site,-25.31,31.03
56624,Remote Site,-25.76,28.21
53489,Remote Site,-29.78,31.03
56625,Remote Site,-25.76,28.21
59087,Remote Site,-31.06,29.75
55861,Remote Site,-29.73,31.06
8440,Remote Site,-33.96,23.71
22244,Remote Site,-29.08,26.16
59591,Remote Site,-31.05,29.75
5506,Remote Site,-29.82,31.01
48103,Remote Site,-25.77,28.25
33638,Remote Site,-25.59,28.11
58641,Remote Site,-29.88,30.98
19082,Remote Site,-29.82,30.9
48353,Remote Site,-26.16,28.13
13444,Remote Site,-29.79,31.01
32766,Remote Site,-31.64,18.53
32311,Remote Site,-27.37,29.91
60485,Remote Site,-25.86,28.21
64794,Remote Site,-29.84,30.86
32657,Remote Site,-34.33,21.42
58429,Remote Site,-29.82,30.99
62156,Remote Site,-29.88,30.97
9470,Remote Site,-29.84,30.91
9050,Remote Site,-25.5,30.91
39650,Remote Site,-25.84,28.21
18124,Remote Site,-25.11,29.48
37049,Remote Site,-28.55,29.78
60481,Remote Site,-25.87,28.24
58430,Remote Site,-29.85,30.98
33269,Remote Site,-26.08,28.24
60488,Remote Site,-25.41,28.2
36517,Remote Site,-28.56,29.82
56307,Remote Site,-25.84,28.21
15038,Remote Site,-26.18,28.22
56815,Remote Site,-34,25.53
3576,Remote Site,-25.85,28.12
46639,Remote Site,-33.85,18.68
33292,Remote Site,-26.02,28.03
57034,Remote Site,-25.76,28.21
60484,Remote Site,-25.87,28.22
58422,Remote Site,-29.82,31.01
56842,Remote Site,-25.86,28.18
20458,Remote Site,-25.35,31.88
40615,Remote Site,-24.71,28.39
21766,Remote Site,-23.84,30.14
50488,Remote Site,-25.85,28.21
36235,Remote Site,-29.65,30.42
21476,Remote Site,-25.48,30.98
8438,Remote Site,-25.48,30.98
58153,Remote Site,-25.87,28.18
32661,Remote Site,-34.42,19.19
57156,Remote Site,-34,25.54
57868,Remote Site,-33.98,25.65
29311,Remote Site,-29.96,30.93
37104,Remote Site,-26.89,26.65
19379,Remote Site,-33.68,18.99
36515,Remote Site,-28.55,29.81
34408,Remote Site,-28.54,29.8
12184,Remote Site,-25.48,28.01
33239,Remote Site,-26.13,28.18
4429,Remote Site,-25.68,28.19
46313,Remote Site,-26.09,28.27
21778,Remote Site,-23.84,30.14
13290,Remote Site,-26.08,28.12
16903,Remote Site,-26,28.18
40576,Remote Site,-26.14,28.14
127228,Remote Site,-29.9,30.92
32692,Remote Site,-33.83,18.53
57597,Remote Site,-33.98,25.59
58454,Remote Site,-29.72,31.09
55728,Remote Site,-25.98,28.11
32940,Remote Site,-32.78,18.05
17607,Remote Site,-34.55,19.37
31952,Remote Site,-26.49,28.36
37133,Remote Site,-25.42,28.7
40097,Remote Site,-29.59,30.37
37105,Remote Site,-26.89,26.65
57678,Remote Site,-25.88,28.11
30786,Remote Site,-26.25,28.18
59751,Remote Site,-25.66,28.14
19643,Remote Site,-33.74,18.99
45756,Remote Site,-25.95,28.2
28810,Remote Site,-23.85,31.58
17711,Remote Site,-29.91,30.92
48680,Remote Site,-26.49,28.39
57677,Remote Site,-25.87,28.11
47234,Remote Site,-24.69,30.34
17956,Remote Site,-26.04,27.72
10637,Remote Site,-26.36,28.35
19565,Remote Site,-26.44,27.48
48682,Remote Site,-26.48,28.35
49752,Remote Site,-33.96,22.53
57167,Remote Site,-33.96,25.5
32721,Remote Site,-26.07,28.25
31173,Remote Site,-26.53,28.37
47330,Remote Site,-24.69,30.34
57159,Remote Site,-33.96,25.52
43799,Remote Site,-23.04,29.92
38147,Remote Site,-24.38,30.95
32171,Remote Site,-26.16,28.12
18021,Remote Site,-33.82,18.48
38182,Remote Site,-29.71,30.95
17715,Remote Site,-29.86,31
31172,Remote Site,-26.52,28.38
53213,Remote Site,-23.88,30.27
17612,Remote Site,-34.42,19.21
18181,Remote Site,-29.62,30.4
33324,Remote Site,-33.48,21.47
32783,Remote Site,-26.12,28.03
48584,Remote Site,-26.09,28.26
31174,Remote Site,-26.53,28.37
58428,Remote Site,-29.82,30.99
48670,Remote Site,-26.1,28.28
33116,Remote Site,-27.98,26.71
5787,Remote Site,-29.85,30.97
40633,Remote Site,-23.78,30.5
54,Remote Site,-33.97,25.26
3149,Remote Site,-25.83,28.2
188577,Remote Site,-26.23,28.16
38165,Remote Site,-25.74,28.27
31375,Remote Site,-29.72,31.01
57874,Remote Site,-33.95,25.57
31507,Remote Site,-23.67,30.82
16430,Remote Site,-33.86,18.71
57949,Remote Site,-34.02,25.51
57867,Remote Site,-33.95,25.48
263250,Remote Site,-25.65,27.8
47375,Remote Site,-26.16,28.55
56843,Remote Site,-25.86,28.18
47298,Remote Site,-25.66,28.21
29622,Remote Site,-33.81,18.49
19895,Remote Site,-26.01,27
37114,Remote Site,-26.87,26.65
23482,Remote Site,-33.87,18.72
37108,Remote Site,-26.93,26.66
37766,Remote Site,-27.84,29.84
19375,Remote Site,-34,18.61
33217,Remote Site,-26.19,28.2
58195,Remote Site,-32.99,27.91
2972,Remote Site,-29.81,30.89
19120,Remote Site,-33.6,19.51
30815,Remote Site,-24.45,28.6
5330,Remote Site,-26.07,28.28
17419,Remote Site,-25.88,28.16
45606,Remote Site,-26.17,28.2
23483,Remote Site,-33.87,18.72
51837,Remote Site,-34.02,18.38
51835,Remote Site,-33.88,18.58
6317,Remote Site,-25.48,28.13
1390,Remote Site,-25.59,30.77
32176,Remote Site,-25.6,30.92
830,Remote Site,-29.79,30.84
34505,Remote Site,-33.94,18.71
43526,Remote Site,-25.63,28.1
23762,Remote Site,-33.86,18.66
29318,Remote Site,-33.83,18.53
33340,Remote Site,-25.87,29.22
33934,Remote Site,-26.55,30.02
99,Remote Site,-33.98,22.97
118,Remote Site,-33,22.65
46460,Remote Site,-25.26,28.32
24135,Remote Site,-34.1,18.82
24129,Remote Site,-34.11,18.82
34211,Remote Site,-34.32,19.13
17590,Remote Site,-32.95,17.97
17043,Remote Site,-33.82,19.89
23481,Remote Site,-33.85,18.69
44087,Remote Site,-26,27.01
34396,Remote Site,-33.94,18.83
40970,Remote Site,-27.99,26.76
31001,Remote Site,-33.77,18.98
47514,Remote Site,-32.99,17.99
2601,Remote Site,-26.1,28.06
157769,Remote Site,-26.83,26.68
21772,Remote Site,-23.96,31.09
33624,Remote Site,-25.55,28.08
12191,Remote Site,-25.39,28.16
40799,Remote Site,-25.43,28.71
52133,Remote Site,-26.12,28.01
4014,Remote Site,-26.03,29.39
9048,Remote Site,-25.94,29.94
25023,Remote Site,-26.15,28.04
44055,Remote Site,-26.08,27.99
20245,Remote Site,-26,27.99
13287,Remote Site,-26.01,28.01
29383,Remote Site,-26.19,27.92
30844,Remote Site,-26.31,28.06
30845,Remote Site,-26.31,28.06
49643,Remote Site,-26.32,28.09
30444,Remote Site,-26.03,28.05
29792,Remote Site,-26.14,28.04
46188,Remote Site,-26.46,28.04
45923,Remote Site,-26.62,27.97
41701,Remote Site,-26.17,29
37499,Remote Site,-26.14,27.92
13046,Remote Site,-26.03,28.07
22000,Remote Site,-26.16,28.17
45633,Remote Site,-26.01,27
30395,Remote Site,-26.1,27.95
14383,Remote Site,-26.08,28.01
