Site Identifier,Site Type,LAT Trimmed,LON Trimmed,Formatted_Address,City,Suburb,Postcode
1505,Openserve Property,-24.94,27.16,"Street, Thabazimbi, South Africa",Thabazimbi,N/A,
717,Openserve Property,-31.91,21.51,"Le Roux Street, Karoo Hoogland Ward 2, Karoo Hoogland Local Municipality, 6960, South Africa",Karoo Hoogland Local Municipality,Karoo Hoogland Ward 2,6960
2160,Openserve Property,-29.2,26.23,"Frank Kitsa Street, Blomanda, Bloemfontein, 9309, South Africa",Bloemfontein,Blomanda,9309
11661,Openserve Property,-31.08,30.19,"Null, Mzamba A, South Africa",Mzamba A,N/A,
1634,Openserve Property,-25.43,31.16,"unnamed road, Mbombela Ward 22, Mbombela, 1214, South Africa",Mbombela,Mbombela Ward 22,1214
3883,Openserve Property,-23.43,28.61,"Shirindi Street, Babirwa, South Africa",Babirwa,N/A,
626,Openserve Property,-27.92,29.28,"Street, Phumelela Nu, South Africa",Phumelela Nu,N/A,
32170,Openserve Property,-28.49,29.58,"Emnambithi/ladysmith Nu, South Africa",Emnambithi/ladysmith Nu,N/A,
1702,Openserve Property,-23.77,30.1,"Tzaneen Nu, South Africa",Tzaneen Nu,N/A,
9320,Openserve Property,-29.08,30.98,"Emthombeni, South Africa",Emthombeni,N/A,
2913,Openserve Property,-28.43,32.15,"Kwamsane, South Africa",Kwamsane,N/A,
2112,Openserve Property,-26.39,30.43,"unnamed road, Msukaligwa Ward 12, Msukaligwa, South Africa",Msukaligwa,Msukaligwa Ward 12,N/A
15770,Openserve Property,-27.7,23.05,"Hendrik van Eck Way, Gamagara Ward 1, Gamagara Local Municipality, 8446, South Africa",Gamagara Local Municipality,Gamagara Ward 1,8446
1847,Openserve Property,-30.69,29.83,"uMuziwabantu Ward 6, uMuziwabantu Local Municipality, Ugu District Municipality, South Africa",uMuziwabantu Local Municipality,uMuziwabantu Ward 6,N/A
1609,Openserve Property,-25.87,29.17,"5649 Z Mtstuki Street, Kwaguqa, South Africa",Kwaguqa,N/A,
1766,Openserve Property,-26.09,29.32,"unnamed road, Van Dyks, Emalahleni Local Municipality, South Africa",Emalahleni Local Municipality,Van Dyks,N/A
46483,Openserve Property,-34.06,18.43,"Forest Glade Road, Dennedal, Western Cape, 7945, South Africa",N/A,Dennedal,7945
11130,Openserve Property,-27.91,29.87,"unnamed road, Newcastle Ward 1, Newcastle Local Municipality, South Africa",Newcastle Local Municipality,Newcastle Ward 1,N/A
10977,Openserve Property,-25.01,26,"Ramotshere Moiloa Ward 3, Ramotshere Moiloa Local Municipality, Ngaka Modiri Molema District Municipality, South Africa",Ramotshere Moiloa Local Municipality,Ramotshere Moiloa Ward 3,N/A
794,Openserve Property,-29.6,17.88,"unnamed road, Nama Khoi Ward 6, Nama Khoi Local Municipality, South Africa",Nama Khoi Local Municipality,Nama Khoi Ward 6,N/A
9593,Openserve Property,-22.74,30.52,"Thengwe, South Africa",Thengwe,N/A,
9906,Openserve Property,-33.95,25.58,"Woolworths, Ring Road, Nelson Mandela Bay Ward 7, Gqeberha / Port Elizabeth, 7162, South Africa",Gqeberha / Port Elizabeth,Nelson Mandela Bay Ward 7,7162
4879,Openserve Property,-26.13,29.73,"488 Unknown Street, Kwazamokuhle, South Africa",Kwazamokuhle,N/A,
7872,Openserve Property,-32.04,27.82,"R409, Tsomo, Intsika Yethu Local Municipality, 5400, South Africa",Intsika Yethu Local Municipality,Tsomo,5400
1897,Openserve Property,-30.7,25.77,"unnamed road, Gariep Ward 1, Gariep Local Municipality, South Africa",Gariep Local Municipality,Gariep Ward 1,N/A
1751,Openserve Property,-25.67,28.13,"65 Main Street, Akasia, South Africa",Akasia,N/A,
1521,Openserve Property,-25.64,30.33,"Emgwenya, South Africa",Emgwenya,N/A,
241,Openserve Property,-29.59,30.42,"8922 Unknown Street, Pietermaritzburg, South Africa",Pietermaritzburg,N/A,
814,Openserve Property,-32.48,18.54,"Kerk Street, Nuwedorp, Bergrivier Local Municipality, South Africa",Bergrivier Local Municipality,Nuwedorp,N/A
2586,Openserve Property,-25.87,29.12,"1283 Udoye Street, Kwaguqa, South Africa",Kwaguqa,N/A,
1570,Openserve Property,-26.59,28.03,"24 Rietspruit Street, Meyerton, South Africa",Meyerton,N/A,
2644,Openserve Property,-28.97,25.09,"Letsemeng Nu, South Africa",Letsemeng Nu,N/A,
5952,Openserve Property,-22.01,30.01,No result found,No result found,No result found,No result found
274,Openserve Property,-30.59,30.56,"919 Canterbury Road, Hibberdene, South Africa",Hibberdene,N/A,
1913,Openserve Property,-30.78,25.8,"Albert Schweitzer Street, Gariep Ward 1, Gariep Local Municipality, 9798, South Africa",Gariep Local Municipality,Gariep Ward 1,9798
1597,Openserve Property,-26.45,27.36,"unnamed road, Elandsridge, Merafong City Local Municipality, South Africa",Merafong City Local Municipality,Elandsridge,N/A
1023,Openserve Property,-26.15,28.04,"10 Selby Road, Randburg, South Africa",Randburg,N/A,
993,Openserve Property,-26.2,28.06,"Upper Railway Road, Troyeville, Johannesburg, 2001, South Africa",Johannesburg,Troyeville,2001
203,Openserve Property,-29.86,31.02,"Anton Lembede Street, eThekwini Ward 28, Durban, 4057, South Africa",Durban,eThekwini Ward 28,4057
654,Openserve Property,-33.93,18.42,"49 Hope Street, Cape Town, South Africa",Cape Town,N/A,
1873,Openserve Property,-29.12,26.22,"2 Peet Avenue, Bloemfontein, South Africa",Bloemfontein,N/A,
943,Openserve Property,-26,28.13,"571 Gallapher, Midrand, South Africa",Midrand,N/A,
1740,Openserve Property,-25.01,28.01,"unnamed road, Mnukubyane, Moretele Local Municipality, South Africa",Moretele Local Municipality,Mnukubyane,N/A
1811,Openserve Property,-29.8,30.87,"8 Homestead Road, Pinetown, South Africa",Pinetown,N/A,
945,Openserve Property,-26,28.02,"Riverside And Robert Bruce, Sandton, South Africa",Sandton,N/A,
1323,Openserve Property,-25.75,28.21,"11 Bourke Street, Pretoria, South Africa",Pretoria,N/A,
904,Openserve Property,-26.12,28.08,"Glen Road, Bramley, Johannesburg, 2001, South Africa",Johannesburg,Bramley,2001
1687,Openserve Property,-25.01,30.01,"Greater Tubatse Ward 31, Greater Tubatse Local Municipality, 1133, South Africa",Greater Tubatse Local Municipality,Greater Tubatse Ward 31,1133
1769,Openserve Property,-26.67,27.93,"Leslie Street, Leeuhof, Emfuleni Local Municipality, 1939, South Africa",Emfuleni Local Municipality,Leeuhof,1939
895,Openserve Property,-26.1,28.05,"143 11th Street, Sandton, South Africa",Sandton,N/A,
2003,Openserve Property,-26.18,27.96,"Princess Road, Claremont, Johannesburg, 2001, South Africa",Johannesburg,Claremont,2001
939,Openserve Property,-26.21,28.16,"Meyer Street, Ekurhuleni Ward 36, Germiston, 1411, South Africa",Germiston,Ekurhuleni Ward 36,1411
634,Openserve Property,-27.98,26.73,"Octavia Street, Jim Fouche Park, Welkom, 9460, South Africa",Welkom,Jim Fouche Park,9460
16761,Openserve Property,-29.01,26.02,"S327, Free State, South Africa",N/A,N/A,N/A
1816,Openserve Property,-28.74,31.89,"Biyela Street, Addison Park, uMhlathuze Local Municipality, 3380, South Africa",uMhlathuze Local Municipality,Addison Park,3380
1015,Openserve Property,-26.1,28.01,"Blairgowrie Drive, Bordeaux, Rosebank, 2129, South Africa",Rosebank,Bordeaux,2129
1731,Openserve Property,-26.67,28.72,"Dipaleseng Nu, South Africa",Dipaleseng Nu,N/A,
1494,Openserve Property,-25.73,28.3,"547 Krige Street, Pretoria, South Africa",Pretoria,N/A,
78,Openserve Property,-33.01,27.9,"17 Park Street, East London, South Africa",East London,N/A,
1733,Openserve Property,-23.01,29.01,"Blouberg Local Municipality, Capricorn District Municipality, South Africa",N/A,Blouberg Local Municipality,N/A
879,Openserve Property,-34,18.47,"8 Indian Road, Cape Town, South Africa",Cape Town,N/A,
896,Openserve Property,-26.19,28.32,"Princess Avenue, Kleinfontein Lake, Benoni, 1500, South Africa",Benoni,Kleinfontein Lake,1500
1886,Openserve Property,-33.92,25.59,"Commercial Road, Nelson Mandela Bay Ward 11, Gqeberha / Port Elizabeth, 6200, South Africa",Gqeberha / Port Elizabeth,Nelson Mandela Bay Ward 11,6200
1478,Openserve Property,-25.67,27.24,"55 Loop Street, Rustenburg, South Africa",Rustenburg,N/A,
963,Openserve Property,-26.19,28.11,"Westmoreland Road, Johannesburg Ward 118, Johannesburg, 2001, South Africa",Johannesburg,Johannesburg Ward 118,2001
1431,Openserve Property,-25.77,29.46,"Viljoen Street, Steve Tshwete Ward 12, Steve Tshwete Local Municipality, 1055, South Africa",Steve Tshwete Local Municipality,Steve Tshwete Ward 12,1055
380,Openserve Property,-29.61,30.38,"Princess Elizbeth Drive, Pietermaritzburg, South Africa",Pietermaritzburg,N/A,
384,Openserve Property,-29.8,30.87,"8 Homestead Road, Pinetown, South Africa",Pinetown,N/A,
2100,Openserve Property,-26.1,28.23,"31 Kosmos Road, Kempton Park, South Africa",Kempton Park,N/A,
2033,Openserve Property,-26.26,28.44,"116 Fourth Street, Springs, South Africa",Springs,N/A,
822,Openserve Property,-33.96,18.47,"24 Main Road, Cape Town, South Africa",Cape Town,N/A,
985,Openserve Property,-26.2,28.01,"62 3rd Avenue, Johannesburg, South Africa",Johannesburg,N/A,
1360,Openserve Property,-25.01,28,"unnamed road, Mnukubyane, Moretele Local Municipality, South Africa",Moretele Local Municipality,Mnukubyane,N/A
835,Openserve Property,-34.08,18.85,"Huising Street, Cape Town Ward 84, Somerset West, 7136, South Africa",Somerset West,Cape Town Ward 84,7136
124,Openserve Property,-33.95,25.51,"73 Atlanta Crescent, Port Elizaberth, South Africa",Port Elizaberth,N/A,
1429,Openserve Property,-24.99,30.76,"unnamed road, Thaba Chweu Ward 13, Thaba Chweu Local Municipality, South Africa",Thaba Chweu Local Municipality,Thaba Chweu Ward 13,N/A
1764,Openserve Property,-26.77,27.85,"8 Schoman Street, Sasolburg, South Africa",Sasolburg,N/A,
1572,Openserve Property,-25.8,28.3,"542 Vleiland Street, Pretoria, South Africa",Pretoria,N/A,
2048,Openserve Property,-26.27,28.12,"Clinton Road, Raceview, Alberton, 1449, South Africa",Alberton,Raceview,1449
379,Openserve Property,-29.7,31,"Phoenix Highway, Whetstone, Phoenix, 4068, South Africa",Phoenix,Whetstone,4068
22,Openserve Property,-28.74,24.77,"Street, Kimberley, South Africa",Kimberley,N/A,
372,Openserve Property,-29.84,31,"250 John Zikhali Road, Durban, South Africa",Durban,N/A,
829,Openserve Property,-33.91,18.39,"Sea Point Promenade, Cape Town Ward 54, Cape Town, 8005, South Africa",Cape Town,Cape Town Ward 54,8005
926,Openserve Property,-26.16,28.15,"13 Garlick Avenue, Edenvale, South Africa",Edenvale,N/A,
1466,Openserve Property,-25.75,28.13,"856 Wf Nkomo Street, Pretoria, South Africa",Pretoria,N/A,
236,Openserve Property,-29.78,31.04,"92 Chelsea Drive, Durban, South Africa",Durban,N/A,
2012,Openserve Property,-26.26,27.93,"unnamed road, Power Park, Motsoaledi View, 1864, South Africa",Motsoaledi View,Power Park,1864
1527,Openserve Property,-25.87,29.22,"Rhodes Street, Emalahleni Ward 17, eMalahleni, 1038, South Africa",eMalahleni,Emalahleni Ward 17,1038
1032,Openserve Property,-26.2,27.96,"New Canada Road, Riverlea, Johannesburg, 2001, South Africa",Johannesburg,Riverlea,2001
770,Openserve Property,-33.92,18.48,"Koeberg Road, Cape Town Ward 56, Cape Town, 7295, South Africa",Cape Town,Cape Town Ward 56,7295
154,Openserve Property,-33.96,25.62,"8 Chapel Street, Port Elizaberth, South Africa",Port Elizaberth,N/A,
1016,Openserve Property,-26.18,27.71,"Street, Randfontein, South Africa",Randfontein,N/A,
5982,Openserve Property,-31.59,28.79,"Madeira Street, King Sabata Dalindyebo Ward 7, Mthatha, 7142, South Africa",Mthatha,King Sabata Dalindyebo Ward 7,7142
5839,Openserve Property,-32.85,27.44,"2 Independence Avenue, Bisho, South Africa",Bisho,N/A,
933,Openserve Property,-25.95,28.12,"Ash Street, Noordwyk, Gauteng, 1687, South Africa",N/A,Noordwyk,1687
2060,Openserve Property,-26.22,28.25,"Boksburg, South Africa",Boksburg,N/A,
112,Openserve Property,-32.88,27.39,"Cambridge Road, Schornville, Qonce, 5600, South Africa",Qonce,Schornville,5600
1831,Openserve Property,-29.98,30.93,"108 Phila Ndwandwe Road, Durban, South Africa",Durban,N/A,
395,Openserve Property,-29.9,30.98,"Sarnia Road, Clairwood, Durban, 4094, South Africa",Durban,Clairwood,4094
910,Openserve Property,-25.98,28.08,"Midrand, South Africa",Midrand,N/A,
484,Openserve Property,-29,26.01,"S327, Free State, South Africa",N/A,N/A,N/A
354,Openserve Property,-27.76,29.93,"81 Scott Street, Newcastle, South Africa",Newcastle,N/A,
1599,Openserve Property,-25.84,28.16,"1026 Nina Road, Centurion, South Africa",Centurion,N/A,
1679,Openserve Property,-26.56,28.01,"Shippard Street, Midvaal Ward 9, Midvaal Local Municipality, 1960, South Africa",Midvaal Local Municipality,Midvaal Ward 9,1960
798,Openserve Property,-33.73,18.96,"8A Nantes Street, Paarl, South Africa",Paarl,N/A,
968,Openserve Property,-26.1,27.77,"76 Joubert Street, Krugersdorp, South Africa",Krugersdorp,N/A,
1761,Openserve Property,-26.88,28.23,"Garrick Road, Midvaal Ward 1, Midvaal Local Municipality, South Africa",Midvaal Local Municipality,Midvaal Ward 1,N/A
961,Openserve Property,-26.07,28.09,"Eastern Service, Wendywood, Sandton, 2054, South Africa",Sandton,Wendywood,2054
975,Openserve Property,-26.32,27.84,"Violet Street, Johannesburg Ward 9, Lenasia, 1821, South Africa",Lenasia,Johannesburg Ward 9,1821
801,Openserve Property,-33.91,18.59,"Hofmeyer Street, Parowvallei, Parow, 7501, South Africa",Parow,Parowvallei,7501
952,Openserve Property,-26.13,28.2,"3 Botany Place, Kempton Park, South Africa",Kempton Park,N/A,
925,Openserve Property,-26.13,28.16,"9 Lucas Road, Edenvale, South Africa",Edenvale,N/A,
2647,Openserve Property,-23.91,29.45,"13 Grobler Street, Polokwane, South Africa",Polokwane,N/A,
979,Openserve Property,-26.14,28,"92 10th Street, Randburg, South Africa",Randburg,N/A,
149,Openserve Property,-33.95,25.59,"41 Conyngham Street, Port Elizaberth, South Africa",Port Elizaberth,N/A,
906,Openserve Property,-26,28.01,"28 Raintree Crescent, Sandton, South Africa",Sandton,N/A,
1037,Openserve Property,-26.01,28.22,"George Nyanga Street, Tembisa, South Africa",Tembisa,N/A,
882,Openserve Property,-26.13,27.96,"72 Dawn Drive, Randburg, South Africa",Randburg,N/A,
15803,Openserve Property,-25.69,30.04,"664 Coetzee Street, Emakhazeni A, South Africa",Emakhazeni A,N/A,
84,Openserve Property,-33.96,22.46,"Meade Street, George Ward 19, George, 6530, South Africa",George,George Ward 19,6530
338,Openserve Property,-29.72,31.04,"24 Hillhead Drive, Mount Edgecombe, South Africa",Mount Edgecombe,N/A,
1026,Openserve Property,-26.17,28.33,"25 Pretoria Road, Benoni, South Africa",Benoni,N/A,
909,Openserve Property,-26.23,28.09,"Houer Street, Roseacre, Johannesburg, 2001, South Africa",Johannesburg,Roseacre,2001
1765,Openserve Property,-26.79,27.84,"Sasolburg, South Africa",Sasolburg,N/A,
2246,Openserve Property,-33.64,19.45,"24 Riebeeck Street, Worcester, South Africa",Worcester,N/A,
2130,Openserve Property,-34.23,19.43,"11 Watsonia Street, Caledon, South Africa",Caledon,N/A,
1624,Openserve Property,-26.72,27.05,"4366 Monyemore, Ikageng, South Africa",Ikageng,N/A,
181,Openserve Property,-33.77,25.4,"Pep, Chase Street, Nelson Mandela Bay Ward 48, Kariega, 6229, South Africa",Kariega,Nelson Mandela Bay Ward 48,6229
1735,Openserve Property,-25.68,28.22,"259 Mirca Avenue, Pretoria, South Africa",Pretoria,N/A,
143,Openserve Property,-33.86,25.61,"Nelson Mandela Bay Ward 60, Gqeberha / Port Elizabeth, 6210, South Africa",Gqeberha / Port Elizabeth,Nelson Mandela Bay Ward 60,6210
1709,Openserve Property,-25.09,28.31,"Bela-bela Nu, South Africa",Bela-bela Nu,N/A,
1658,Openserve Property,-26.15,26.16,"Nelson Mandela Drive, Kieserville, Ditsobotla Local Municipality, 2740, South Africa",Ditsobotla Local Municipality,Kieserville,2740
777,Openserve Property,-34.03,18.6,"Erica Way, Lentegeur, Mitchells Plain, 7785, South Africa",Mitchells Plain,Lentegeur,7785
1007,Openserve Property,-26.13,27.91,"Kudu Street, Johannesburg Ward 89, Roodepoort, 1735, South Africa",Roodepoort,Johannesburg Ward 89,1735
5797,Openserve Property,-25.84,25.61,"unnamed road, Mmabatho, Mahikeng, 2790, South Africa",Mahikeng,Mmabatho,2790
776,Openserve Property,-33.88,18.5,"Koeberg Road, Tijgerhof, Milnerton, 2251, South Africa",Milnerton,Tijgerhof,2251
1759,Openserve Property,-23.01,30.01,"Makhado Nu, South Africa",Makhado Nu,N/A,
1520,Openserve Property,-25.78,28.24,"225 Rose Avenue, Pretoria, South Africa",Pretoria,N/A,
1670,Openserve Property,-25.71,28.38,"33 Madevu Street, Mamelodi, South Africa",Mamelodi,N/A,
942,Openserve Property,-26.4,27.83,"unnamed road, Johannesburg Ward 121, Ennerdale, 1830, South Africa",Ennerdale,Johannesburg Ward 121,1830
1555,Openserve Property,-26.46,29.46,"32 Du Plooy Street, Bethal, South Africa",Bethal,N/A,
415,Openserve Property,-29.01,31.01,"Esiweni/amambulwa, South Africa",Esiweni/amambulwa,N/A,
1002,Openserve Property,-26.05,27.98,"Randburg, South Africa",Randburg,N/A,
905,Openserve Property,-26.09,27.96,"unnamed road, Bromhof, Randburg, 2154, South Africa",Randburg,Bromhof,2154
1825,Openserve Property,-29.84,31.02,"7 Second Avenue, Durban, South Africa",Durban,N/A,
452,Openserve Property,-30.01,26.01,"Kopanong Ward 2, Kopanong Local Municipality, 9913, South Africa",Kopanong Local Municipality,Kopanong Ward 2,9913
114,Openserve Property,-33.4,25.44,"Main Road, Sundays River Valley Ward 2, Sundays River Valley Local Municipality, 6120, South Africa",Sundays River Valley Local Municipality,Sundays River Valley Ward 2,6120
843,Openserve Property,-33.94,18.86,"30 Piet Retief Street, Stellenbosch, South Africa",Stellenbosch,N/A,
1998,Openserve Property,-26.27,27.88,"unnamed road, Dlamini, Soweto, 1860, South Africa",Soweto,Dlamini,1860
4636,Openserve Property,-22.97,30.46,"Thohoyandou, South Africa",Thohoyandou,N/A,
463,Openserve Property,-28.23,28.31,"Naude Street, Old Location, Dihlabeng Local Municipality, 9700, South Africa",Dihlabeng Local Municipality,Old Location,9700
897,Openserve Property,-26.06,28.23,"21 Rooiels Avenue, Kempton Park, South Africa",Kempton Park,N/A,
2203,Openserve Property,-33.46,18.73,"12 Biccard Street, Malmesbury, South Africa",Malmesbury,N/A,
841,Openserve Property,-34.08,18.47,"Tortoise Track, Marina Da Gama, Western Cape, 7945, South Africa",N/A,Marina Da Gama,7945
4938,Openserve Property,-29.72,31.06,"Umhlanga, South Africa",Umhlanga,N/A,
892,Openserve Property,-26.18,28.27,"15 North Rand Road, Boksburg, South Africa",Boksburg,N/A,
441,Openserve Property,-29.83,30.94,"3 Meerut Road, Westville, South Africa",Westville,N/A,
1750,Openserve Property,-27.4,24.59,"Greater Taung Ward 23, Greater Taung Local Municipality, Dr Ruth Segomotsi Mompati District Municipality, South Africa",Greater Taung Local Municipality,Greater Taung Ward 23,N/A
2164,Openserve Property,-33.98,18.47,"16 Chaucer Road, Cape Town, South Africa",Cape Town,N/A,
9940,Openserve Property,-31.97,28.68,"Street, Elliotdale, South Africa",Elliotdale,N/A,
1324,Openserve Property,-25.81,28.74,"43 Botha Street, Bronkhorstspruit, South Africa",Bronkhorstspruit,N/A,
2232,Openserve Property,-33.83,18.51,"221 Blaauwberg Road, Blouberg, South Africa",Blouberg,N/A,
2092,Openserve Property,-26.34,28.36,"721 Nimf Street, Geluksdal, South Africa",Geluksdal,N/A,
899,Openserve Property,-26.14,28.27,"Merlin Rose Road, Atlasville, Gauteng, 1622, South Africa",N/A,Atlasville,1622
734,Openserve Property,-33.99,18.54,"13 Maslamoney Road, Athlone, South Africa",Athlone,N/A,
972,Openserve Property,-25.93,27.93,"1 Street, City Of Johannesburg Nu, South Africa",City Of Johannesburg Nu,N/A,
389,Openserve Property,-30.74,30.45,"Denis Shepstone Street, Hibiscus Coast Ward 18, Hibiscus Coast Local Municipality, 4235, South Africa",Hibiscus Coast Local Municipality,Hibiscus Coast Ward 18,4235
870,Openserve Property,-31.66,18.51,"Voortrekker Street, Matzikama Ward 5, Matzikama Local Municipality, 8160, South Africa",Matzikama Local Municipality,Matzikama Ward 5,8160
1014,Openserve Property,-26.28,27.84,"43 Colman Street, Soweto, South Africa",Soweto,N/A,
62,Openserve Property,-32.98,27.9,"Leicester Road, Vincent, East London, 5217, South Africa",East London,Vincent,5217
1631,Openserve Property,-25.66,28.31,"Kameeldrift, South Africa",Kameeldrift,N/A,
949,Openserve Property,-26.16,28.08,"Johannesburg, South Africa",Johannesburg,N/A,
11510,Openserve Property,-25.35,26.53,"unnamed road, Moses Kotane Ward 19, Moses Kotane Local Municipality, South Africa",Moses Kotane Local Municipality,Moses Kotane Ward 19,N/A
1376,Openserve Property,-25.05,31.13,"R40, Mbombela Ward 1, Mbombela, 1242, South Africa",Mbombela,Mbombela Ward 1,1242
1708,Openserve Property,-25.67,28.25,"Street, Pretoria, South Africa",Pretoria,N/A,
1662,Openserve Property,-23.04,29.91,"Burger Street, Makhado, South Africa",Makhado,N/A,
2227,Openserve Property,-34.19,18.43,"3 St Georges Street, Simon's Town, South Africa",Simon's Town,N/A,
300,Openserve Property,-29.01,30,"Umtshezi Ward 9, Umtshezi Local Municipality, Uthukela District Municipality, South Africa",Umtshezi Local Municipality,Umtshezi Ward 9,N/A
2067,Openserve Property,-26.08,28.2,"2 Bloekomdraai Crescent, Kempton Park, South Africa",Kempton Park,N/A,
339,Openserve Property,-29.58,30,"Impendle Ward 4, Impendle Local Municipality, uMgungundlovu District Municipality, South Africa",Impendle Local Municipality,Impendle Ward 4,N/A
1618,Openserve Property,-26.5,28.36,"56 Van Der Westhuizen Street, Heidelberg, South Africa",Heidelberg,N/A,
305,Openserve Property,-29.75,30.97,"Indolobane Place, eThekwini Ward 45, KwaMashu, 4359, South Africa",KwaMashu,eThekwini Ward 45,4359
2209,Openserve Property,-33.72,18.99,"34 Willow Avenue, Paarl, South Africa",Paarl,N/A,
430,Openserve Property,-29.64,31.05,"Court Lane, Lotusville, Verulam, 4340, South Africa",Verulam,Lotusville,4340
2086,Openserve Property,-34.05,18.46,"41 Alphen Way, Cape Town, South Africa",Cape Town,N/A,
209,Openserve Property,-29.73,30.59,"Alice Goswell Road, Cato Ridge, KwaZulu-Natal, 3680, South Africa",N/A,Cato Ridge,3680
1835,Openserve Property,-28.01,32,"unnamed road, Hlabisa Ward 5, Hlabisa Local Municipality, South Africa",Hlabisa Local Municipality,Hlabisa Ward 5,N/A
2185,Openserve Property,-33.9,18.55,"Alexander Street, Goodwood Ext. 1, Western Cape, 7460, South Africa",N/A,Goodwood Ext. 1,7460
294,Openserve Property,-30.15,30.06,"Ixopo, South Africa",Ixopo,N/A,
413,Openserve Property,-29.01,31,"unnamed road, Maphumulo Ward 2, Maphumulo Local Municipality, South Africa",Maphumulo Local Municipality,Maphumulo Ward 2,N/A
1605,Openserve Property,-26.52,29.98,"33 Murray Street, Ermelo, South Africa",Ermelo,N/A,
4284,Openserve Property,-28.94,27.06,"unnamed road, Mantsopa Ward 8, Mantsopa Local Municipality, 9760, South Africa",Mantsopa Local Municipality,Mantsopa Ward 8,9760
782,Openserve Property,-34.1,18.47,"3 Royal Close, Muizenberg, South Africa",Muizenberg,N/A,
182,Openserve Property,-33.74,25.43,"R75, Nelson Mandela Bay Ward 51, Eastern Cape, 6230, South Africa",N/A,Nelson Mandela Bay Ward 51,6230
980,Openserve Property,-26.11,28.11,"21st Avenue, Alexandra, Johannesburg, 2001, South Africa",Johannesburg,Alexandra,2001
1048,Openserve Property,-26.12,27.86,"476 Sonderend West Street, Roodepoort, South Africa",Roodepoort,N/A,
2167,Openserve Property,-33.97,18.51,"13 Garth Road, Athlone, South Africa",Athlone,N/A,
846,Openserve Property,-34.12,18.83,"Beach Road, Cape Town Ward 85, Strand, 7140, South Africa",Strand,Cape Town Ward 85,7140
1375,Openserve Property,-25.75,28.23,"Street, Pretoria, South Africa",Pretoria,N/A,
5846,Openserve Property,-32.94,27.76,"11335 Street, Mdantsane, South Africa",Mdantsane,N/A,
33,Openserve Property,-29.67,22.75,"Voortrekker Street, Siyathemba Ward 4, Siyathemba Local Municipality, South Africa",Siyathemba Local Municipality,Siyathemba Ward 4,N/A
1898,Openserve Property,-26.9,27.46,"Buiten Street, Sunnyside, Ngwathe Local Municipality, 1907, South Africa",Ngwathe Local Municipality,Sunnyside,1907
941,Openserve Property,-26.29,28.07,"237 Bellairs Drive, Johannesburg, South Africa",Johannesburg,N/A,
1916,Openserve Property,-27.43,29.16,"Vrede, South Africa",Vrede,N/A,
903,Openserve Property,-26.24,28.36,"Goods Street, Ekurhuleni Ward 97, Brakpan, 1541, South Africa",Brakpan,Ekurhuleni Ward 97,1541
1404,Openserve Property,-25.01,28,"unnamed road, Mnukubyane, Moretele Local Municipality, South Africa",Moretele Local Municipality,Mnukubyane,N/A
377,Openserve Property,-29.01,30.4,"unnamed road, Umvoti Ward 11, Umvoti Local Municipality, South Africa",Umvoti Local Municipality,Umvoti Ward 11,N/A
4118,Openserve Property,-25.87,28.19,"26 Pieter Street, Centurion, South Africa",Centurion,N/A,
89,Openserve Property,-33.31,26.53,"17 Queen Street, Grahamstown, South Africa",Grahamstown,N/A,
1864,Openserve Property,-28.3,31.43,"Street, Ulundi, South Africa",Ulundi,N/A,
1567,Openserve Property,-26.36,27.4,"Talc Road, Merafong City Ward 18, Merafong City Local Municipality, 2500, South Africa",Merafong City Local Municipality,Merafong City Ward 18,2500
755,Openserve Property,-33.85,18.72,"Van Riebeeck Street, Peerless Park, Kraaifontein, 7500, South Africa",Kraaifontein,Peerless Park,7500
869,Openserve Property,-32.91,17.99,"13 Voortrekker Street, Vredenburg, South Africa",Vredenburg,N/A,
4056,Openserve Property,-29.91,30.87,"296 Arena Park Drive, Chatsworth, South Africa",Chatsworth,N/A,
934,Openserve Property,-26,27.01,"Kgetlengrivier Nu, South Africa",Kgetlengrivier Nu,N/A,
1019,Openserve Property,-26.26,28.02,"Scaw Road, Chrisville, Johannesburg, 2001, South Africa",Johannesburg,Chrisville,2001
1576,Openserve Property,-25.71,28.15,"659 Van Der Stell Street, Pretoria, South Africa",Pretoria,N/A,
391,Openserve Property,-29.81,30.94,"74 Bardia Avenue, Durban, South Africa",Durban,N/A,
1415,Openserve Property,-25.1,30.45,"Street, Mashishing, South Africa",Mashishing,N/A,
821,Openserve Property,-33.8,19.88,"Reuben's at the Robertson Small Hotel, Van Reenen Street, Langeberg Ward 1, Langeberg Local Municipality, 6705, South Africa",Langeberg Local Municipality,Langeberg Ward 1,6705
2089,Openserve Property,-29.87,30.27,"40 Harding Street, Richmond, South Africa",Richmond,N/A,
190,Openserve Property,-29.02,30,"Umtshezi Ward 9, Umtshezi Local Municipality, Uthukela District Municipality, South Africa",Umtshezi Local Municipality,Umtshezi Ward 9,N/A
1918,Openserve Property,-30.29,30.75,"Allen Street, Renishaw, uMdoni Local Municipality, 4182, South Africa",uMdoni Local Municipality,Renishaw,4182
651,Openserve Property,-33.56,18.5,"3 Calton Street, Atlantis, South Africa",Atlantis,N/A,
419,Openserve Property,-29.57,31.12,"High Street, Tongaat, South Africa",Tongaat,N/A,
135,Openserve Property,-34.18,22.14,"7 Santos Bay, Mossel Bay, South Africa",Mossel Bay,N/A,
